id,nombre_cientifico,created_at,updated_at,ent_pk,imagen,dicc_ecologia_id,dicc_biogeovoou_id,dicc_biogeosimple_id,dicc_estatussn_id,dicc_ecologiatrofica_id,ent_pk_padre,autor,nombre_comun,nivel,audio
21777,Lavandulo dentatae-Genistetum retamoidis,2011-05-16 13:50:41.595042,2011-05-16 13:50:41.595042,43285,,,,,,,43281,,"",5,
21778,Phlomido almeriensis-Ulicetum canescentis,2011-05-16 13:50:41.683583,2011-05-16 13:50:41.683583,43286,,,,,,,43281,,"",5,
21779,Ulici-Genistetum speciosae,2011-05-16 13:50:41.698437,2011-05-16 13:50:41.698437,43287,,,,,,,43281,,"",5,
21780,Asparago horridi-Genistetum retamoidis,2011-05-16 13:50:41.713198,2011-05-16 13:50:41.713198,43288,,,,,,,43281,,"",5,
21781,Salvio candelabri-Sideritetum lasianthae,2011-05-16 13:50:41.728313,2011-05-16 13:50:41.728313,105819,,,,,,,43281,,"",5,
21783,Rhamno angustifoliae-Juniperetum turbinatae,2011-05-16 13:50:41.757707,2011-05-16 13:50:41.757707,43293,,,,,,,43292,,"",5,
21784,Osyrio quadripartitae-Juniperetum turbinatae,2011-05-16 13:50:41.772408,2011-05-16 13:50:41.772408,43294,,,,,,,43292,,"",5,
21785,Rhamno oleoidis-Juniperetum macrocarpae,2011-05-16 13:50:41.787113,2011-05-16 13:50:41.787113,43295,,,,,,,43292,,"",5,
21786,Rubio longifoliae-Coremation albi,2011-05-16 13:50:41.801897,2011-05-16 13:50:41.801897,43297,,,,,,,29919,,"",4,
21787,Rubio longifoliae-Corematetum albi,2011-05-16 13:50:41.816753,2011-05-16 13:50:41.816753,43298,,,,,,,43297,,"",5,
21788,Quercion lusitanicae,2011-05-16 13:50:41.83141,2011-05-16 13:50:41.83141,43300,,,,,,,29919,,"",4,
21789,Senecio lopezii-Quercetum lusitanicae,2011-05-16 13:50:41.846059,2011-05-16 13:50:41.846059,43301,,,,,,,43300,,"",5,
21790,Senecioni lopezii-Quercetum lusitanicae quercetosum fruticosae,2011-05-16 13:50:41.860658,2011-05-16 13:50:41.860658,43302,,,,,,,43301,,"",6,
21791,Senecioni lopezii-Quercetum lusitanicae quercetosum rotundifoliae,2011-05-16 13:50:41.875232,2011-05-16 13:50:41.875232,43303,,,,,,,43301,,"",6,
21792,Senecioni lopezii-Quercetum lusitanicae cytisetosum tribracteolati,2011-05-16 13:50:41.889778,2011-05-16 13:50:41.889778,43304,,,,,,,43301,,"",6,
21793,Comunidad de Quercus lusitanica e Ilex aquifolium,2011-05-16 13:50:41.90425,2011-05-16 13:50:41.90425,43305,,,,,,,43300,,"",5,
21794,Ericion arboreae,2011-05-16 13:50:41.918711,2011-05-16 13:50:41.918711,43307,,,,,,,29919,,"",4,
21795,Phillyreo angustifoliae-Arbutetum unedonis,2011-05-16 13:50:41.933143,2011-05-16 13:50:41.933143,43308,,,,,,,43307,,"",5,
21796,Phillyreo angustifoliae-Arbutetum unedonis arbutetosum unedonis,2011-05-16 13:50:41.947596,2011-05-16 13:50:41.947596,43309,,,,,,,43308,,"",6,
21797,Phillyreo angustifoliae-Arbutetum unedonis pistacietosum lentisci,2011-05-16 13:50:41.962032,2011-05-16 13:50:41.962032,43310,,,,,,,43308,,"",6,
21798,Phillyreo angustifoliae-Arbutetum unedonis viburnetosum tini,2011-05-16 13:50:41.976475,2011-05-16 13:50:41.976475,43311,,,,,,,43308,,"",6,
21799,Cytiso baetici-Arbutetum unedonis,2011-05-16 13:50:41.990905,2011-05-16 13:50:41.990905,43313,,,,,,,43307,,"",5,
21800,Cytiso baetici-Arbutetum unedonis arbutetosum unedi,2011-05-16 13:50:42.005372,2011-05-16 13:50:42.005372,43314,,,,,,,43313,,"",6,
21801,Cytiso baetici-Arbutetum unedonis quercetosum cocciferae,2011-05-16 13:50:42.019785,2011-05-16 13:50:42.019785,43315,,,,,,,43313,,"",6,
21802,Cytiso baetici-Arbutetum unedonis bupleuretosum fruticosi,2011-05-16 13:50:42.034219,2011-05-16 13:50:42.034219,43316,,,,,,,43313,,"",6,
21803,Cytiso tribracteolati-Juniperetum oxycedri,2011-05-16 13:50:42.048665,2011-05-16 13:50:42.048665,43318,,,,,,,43307,,"",5,
21804,Ericetum scopario-arboreae,2011-05-16 13:50:42.063073,2011-05-16 13:50:42.063073,105821,,,,,,,43307,,"",5,
21805,Cytiso heterochroi-Ericetum arboreae,2011-05-16 13:50:42.077756,2011-05-16 13:50:42.077756,107159,,,,,,,43307,,"",5,
21806,Erico arboreae-Arbutetum unedonis,2011-05-16 13:50:42.092151,2011-05-16 13:50:42.092151,107161,,,,,,,43307,,"",5,
21807,Pino acutisquamae-Juniperion phoeniceae,2011-05-16 13:50:42.106587,2011-05-16 13:50:42.106587,104718,,,,,,,29919,,"",4,
21808,Pino acutisquamae-Quercetum cocciferae,2011-05-16 13:50:42.121005,2011-05-16 13:50:42.121005,43254,,,,,,,104718,,"",5,
21809,Pino acutisquamae-Quercetum cocciferae arbutetosum unedonis,2011-05-16 13:50:42.135447,2011-05-16 13:50:42.135447,43255,,,,,,,43254,,"",6,
21810,Rhamno myrtifolii-Juniperetum phoeniceae,2011-05-16 13:50:42.149856,2011-05-16 13:50:42.149856,43259,,,,,,,104718,,"",5,
21811,Rhamno myrtifolii-Juniperetum phoeniceae bupleuretosum gibraltarici,2011-05-16 13:50:42.164293,2011-05-16 13:50:42.164293,43260,,,,,,,43259,,"",6,
21812,Rhamno myrtifolii-Juniperetum phoeniceae rhamnetosum oleoides,2011-05-16 13:50:42.178866,2011-05-16 13:50:42.178866,43261,,,,,,,43259,,"",6,
21813,Pino halepensis-Juniteretum phoeniceae,2011-05-16 13:50:42.193388,2011-05-16 13:50:42.193388,43262,,,,,,,104718,,"",5,
21814,Rhamno lycioidis-Pinetum halepensis,2011-05-16 13:50:42.207997,2011-05-16 13:50:42.207997,104767,,,,,,,104718,,"",5,
21815,Rhamno lycioidis-Pinetum halepensis ephedretosum fragilis,2011-05-16 13:50:42.223162,2011-05-16 13:50:42.223162,107360,,,,,,,104767,,"",6,
21816,Comunidad de Juniperus phoenicea,2011-05-16 13:50:42.237753,2011-05-16 13:50:42.237753,105793,,,,,,,104718,,"",5,
21817,Comunidad de Pinus halepensis,2011-05-16 13:50:42.252269,2011-05-16 13:50:42.252269,107014,,,,,,,104718,,"",5,
21818,Arbuto unedonis-Laurion nobilis,2011-05-16 13:50:42.266832,2011-05-16 13:50:42.266832,104731,,,,,,,29919,,"",4,
21819,Rhododendrenion pontici,2011-05-16 13:50:42.28144,2011-05-16 13:50:42.28144,107544,,,,,,,104731,,"",5,
21820,Scrophulario laxiflorae-Rhododendretum baetici,2011-05-16 13:50:42.296029,2011-05-16 13:50:42.296029,30054,,,,,,,107544,,"",6,
21821,Scrophulario laxiflorae-Rhododendretum baetici culcitetosum macrocarpae,2011-05-16 13:50:42.310612,2011-05-16 13:50:42.310612,30055,,,,,,,30054,,"",7,
21822,Scrophulario laxiflorae-Rhododendretum baetici daphnetosum latifoliae,2011-05-16 13:50:42.325232,2011-05-16 13:50:42.325232,104471,,,,,,,30054,,"",7,
21823,QUERCO-FAGETEA,2011-05-16 13:50:42.339796,2011-05-16 13:50:42.339796,29805,,,,,,,7,,"",2,
21824,QUERCO PETRAEAE-FAGENEA SYLVATICAE,2011-05-16 13:50:42.354384,2011-05-16 13:50:42.354384,29806,,,,,,,29805,,"",3,
21825,Quercetalia pubescentis,2011-05-16 13:50:42.368971,2011-05-16 13:50:42.368971,29920,,,,,,,29805,,"",3,
21826,Aceri granatensis-Quercion fagineae,2011-05-16 13:50:42.456708,2011-05-16 13:50:42.456708,43357,,,,,,,29920,,"",4,
21827,Aceri-Quercenion fagineae,2011-05-16 13:50:42.471698,2011-05-16 13:50:42.471698,43358,,,,,,,43357,,"",5,
21828,Daphno latifoliae-Aceretum granatensis,2011-05-16 13:50:42.486469,2011-05-16 13:50:42.486469,43359,,,,,,,43357,,"",5,
21829,Daphno latifoliae-Aceretum granatensis quercetosum alpestris,2011-05-16 13:50:42.501181,2011-05-16 13:50:42.501181,43360,,,,,,,43359,,"",6,
21830,Geo urbani-Coryletum avellanae,2011-05-16 13:50:42.51597,2011-05-16 13:50:42.51597,43362,,,,,,,43357,,"",5,
21831,Paeonio broteroi-Abietion pinsapo,2011-05-16 13:50:42.53067,2011-05-16 13:50:42.53067,43367,,,,,,,29920,,"",4,
21832,Paeonio broteroi-Abietetum pinsapo,2011-05-16 13:50:42.545509,2011-05-16 13:50:42.545509,43368,,,,,,,43367,,"",5,
21833,Bunio macucae-Abietetum pinsapo,2011-05-16 13:50:42.56022,2011-05-16 13:50:42.56022,43369,,,,,,,43367,,"",5,
21834,Quercetalia roboris,2011-05-16 13:50:42.574982,2011-05-16 13:50:42.574982,29921,,,,,,,29805,,"",3,
21835,Quercion pyrenaicae,2011-05-16 13:50:42.589707,2011-05-16 13:50:42.589707,43377,,,,,,,29921,,"",4,
21836,Quercenion pyrenaicae,2011-05-16 13:50:42.604365,2011-05-16 13:50:42.604365,43378,,,,,,,43377,,"",5,
21837,Arbuto unedonis-Quercetum pyrenaicae,2011-05-16 13:50:42.619017,2011-05-16 13:50:42.619017,43379,,,,,,,43378,,"",6,
21838,Adenocarpo decorticantis-Quercetum pyrenaicae,2011-05-16 13:50:42.633662,2011-05-16 13:50:42.633662,43380,,,,,,,43378,,"",6,
21839,Adenocarpo decorticantis-Quercetum pyrenaicae aceretosum granatensis,2011-05-16 13:50:42.648274,2011-05-16 13:50:42.648274,43381,,,,,,,43380,,"",7,
21840,Sorbo torminalis-Quercetum pyrenaicae,2011-05-16 13:50:42.662837,2011-05-16 13:50:42.662837,43384,,,,,,,43378,,"",6,
21841,Luzulo baeticae-Quercetum pyrenaicae,2011-05-16 13:50:42.677422,2011-05-16 13:50:42.677422,43385,,,,,,,43378,,"",6,
21842,Comunidad de Betula fontqueri,2011-05-16 13:50:42.691905,2011-05-16 13:50:42.691905,43386,,,,,,,43378,,"",6,
21843,Comunidad de Salix capreae,2011-05-16 13:50:42.706374,2011-05-16 13:50:42.706374,43388,,,,,,,43378,,"",6,
21844,Comunidad de Quercus pyrenaica,2011-05-16 13:50:42.720807,2011-05-16 13:50:42.720807,107015,,,,,,,43378,,"",6,
21845,Dehesas de Quercus rotundifolia y Quercus suber,2011-05-16 13:50:42.735514,2011-05-16 13:50:42.735514,105820,,,,,,,29805,,"",3,
21846,Betulo pendulae-Populetalia tremulae,2011-05-16 13:50:42.74998,2011-05-16 13:50:42.74998,110814,,,,,,,29805,,"",3,
21847,Betulion fontqueri-celtibericae,2011-05-16 13:50:42.764416,2011-05-16 13:50:42.764416,110815,,,,,,,110814,,"",4,
21848,Salici capreae-Betuletum fontqueri,2011-05-16 13:50:42.778885,2011-05-16 13:50:42.778885,110816,,,,,,,110815,,"",5,
21849,SALICI PURPUREAE-POPULETEA NIGRAE,2011-05-16 13:50:42.793709,2011-05-16 13:50:42.793709,29807,,,,,,,7,,"",2,
21850,Populetalia albae,2011-05-16 13:50:42.808203,2011-05-16 13:50:42.808203,29922,,,,,,,29807,,"",3,
21851,Populenalia albae,2011-05-16 13:50:42.822644,2011-05-16 13:50:42.822644,29923,,,,,,,29922,,"",4,
21852,Populion albae,2011-05-16 13:50:42.837481,2011-05-16 13:50:42.837481,43397,,,,,,,29922,,"",4,
21853,Populenion albae,2011-05-16 13:50:42.851934,2011-05-16 13:50:42.851934,43398,,,,,,,43397,,"",5,
21854,Rubio tinctorum-Populetum albae,2011-05-16 13:50:42.866482,2011-05-16 13:50:42.866482,43399,,,,,,,43398,,"",6,
21855,Nerio oleandri-Populetum albae,2011-05-16 13:50:42.880913,2011-05-16 13:50:42.880913,43400,,,,,,,43398,,"",6,
21856,Crataego brevispinae-Populetum albae,2011-05-16 13:50:42.895384,2011-05-16 13:50:42.895384,43401,,,,,,,43398,,"",6,
21857,Comunidad de Populus nigra,2011-05-16 13:50:42.909787,2011-05-16 13:50:42.909787,43402,,,,,,,43398,,"",6,
21858,Salici atrocinereae-Populetum albae,2011-05-16 13:50:42.924276,2011-05-16 13:50:42.924276,106961,,,,,,,43398,,"",6,
21859,Comunidad de Salix pedicellata y Populus alba,2011-05-16 13:50:42.938763,2011-05-16 13:50:42.938763,107363,,,,,,,43398,,"",6,
21860,Fraxino angustifoliae-Ulmenion minoris,2011-05-16 13:50:42.953225,2011-05-16 13:50:42.953225,43407,,,,,,,43397,,"",5,
21861,Opopanaco chironii-Ulmetum minoris,2011-05-16 13:50:42.967683,2011-05-16 13:50:42.967683,43408,,,,,,,43407,,"",6,
21862,Ficario ranunculoidis-Fraxinetum angustifoliae,2011-05-16 13:50:42.982109,2011-05-16 13:50:42.982109,43409,,,,,,,43407,,"",6,
21863,Ficario ranunculoidis-Fraxinetum angustifoliae salicetosum pedicellatae,2011-05-16 13:50:42.997454,2011-05-16 13:50:42.997454,43410,,,,,,,43409,,"",7,
21864,Ficario ranunculoidis-Fraxinetum angustifoliae tamaricetosum africanae,2011-05-16 13:50:43.012026,2011-05-16 13:50:43.012026,43411,,,,,,,43409,,"",7,
21865,Aceri granatensis-Fraxinetum angustifoliae,2011-05-16 13:50:43.026505,2011-05-16 13:50:43.026505,43414,,,,,,,43407,,"",6,
21866,Comunidad de Fraxinus angustifolia,2011-05-16 13:50:43.040964,2011-05-16 13:50:43.040964,43415,,,,,,,43407,,"",6,
21867,Aro cylindracei-Ulmetum minoris,2011-05-16 13:50:43.055451,2011-05-16 13:50:43.055451,106962,,,,,,,43407,,"",6,
21868,Osmundo-Alnion,2011-05-16 13:50:43.069862,2011-05-16 13:50:43.069862,43417,,,,,,,29922,,"",4,
21869,Comunidad de Alnus glutinosa,2011-05-16 13:50:43.084303,2011-05-16 13:50:43.084303,30064,,,,,,,43417,,"",5,
21870,Osmundo-Alnenion,2011-05-16 13:50:43.098832,2011-05-16 13:50:43.098832,43418,,,,,,,43417,,"",5,
21871,Scrophulario scorodoniae-Alnetum glutinosae,2011-05-16 13:50:43.113282,2011-05-16 13:50:43.113282,43419,,,,,,,43417,,"",5,
21872,Scrophulario scorodoniae-Alnetum glutinosae nerietosum oleandri,2011-05-16 13:50:43.127743,2011-05-16 13:50:43.127743,43420,,,,,,,43419,,"",6,
21873,Scrophulario scorodoniae-Alnetum glutinosae scrophularietosum scorodoniae,2011-05-16 13:50:43.142192,2011-05-16 13:50:43.142192,104530,,,,,,,43419,,"",6,
21874,Viti viniferae-Salicetum atrocinereae,2011-05-16 13:50:43.156637,2011-05-16 13:50:43.156637,43422,,,,,,,43417,,"",5,
21875,Rhododendro baetici-Alnenion glutinosae,2011-05-16 13:50:43.244932,2011-05-16 13:50:43.244932,43423,,,,,,,43417,,"",5,
21876,Rhododendro baetici-Alnetum glutinosae,2011-05-16 13:50:43.259793,2011-05-16 13:50:43.259793,43424,,,,,,,43417,,"",5,
21877,Rhododendro baetici-Alnetum glutinosae rhododendretosum baetici,2011-05-16 13:50:43.27459,2011-05-16 13:50:43.27459,43425,,,,,,,43424,,"",6,
21878,Rhododendro baetici-Alnetum glutinosae nerietosum oleandri,2011-05-16 13:50:43.289371,2011-05-16 13:50:43.289371,43426,,,,,,,43424,,"",6,
21879,Arisaro proboscidei-Alnetum glutinosae,2011-05-16 13:50:43.304312,2011-05-16 13:50:43.304312,43427,,,,,,,43417,,"",5,
21880,Arisaro proboscidei-Alnetum glutinosae alnetosum glutinosae,2011-05-16 13:50:43.319505,2011-05-16 13:50:43.319505,43428,,,,,,,43427,,"",6,
21881,Arisaro proboscidei-Alnetum glutinosae nerietosum oleandri,2011-05-16 13:50:43.334276,2011-05-16 13:50:43.334276,43429,,,,,,,43427,,"",6,
21882,Carici camposii-Salicetum atrocinereae,2011-05-16 13:50:43.349062,2011-05-16 13:50:43.349062,105786,,,,,,,43417,,"",5,
21883,Salicetalia purpureae,2011-05-16 13:50:43.363782,2011-05-16 13:50:43.363782,29924,,,,,,,29807,,"",3,
21884,Salicion discolori-neotrichae,2011-05-16 13:50:43.378672,2011-05-16 13:50:43.378672,43437,,,,,,,29924,,"",4,
21885,Salicetum discoloro-angustifoliae,2011-05-16 13:50:43.393574,2011-05-16 13:50:43.393574,43438,,,,,,,43437,,"",5,
21886,Salicetum neotrichae,2011-05-16 13:50:43.408248,2011-05-16 13:50:43.408248,104770,,,,,,,43437,,"",5,
21887,Salicion salviifoliae,2011-05-16 13:50:43.422907,2011-05-16 13:50:43.422907,43439,,,,,,,29924,,"",4,
21888,Salicetum salviifoliae,2011-05-16 13:50:43.437518,2011-05-16 13:50:43.437518,43440,,,,,,,43439,,"",5,
21889,Comunidad de Salix atrocinerea,2011-05-16 13:50:43.452095,2011-05-16 13:50:43.452095,43450,,,,,,,43439,,"",5,
21890,Flueggeion tinctoriae,2011-05-16 13:50:43.466899,2011-05-16 13:50:43.466899,43457,,,,,,,29924,,"",4,
21891,Securinego buxifoliae-Pyretum communis,2011-05-16 13:50:43.481366,2011-05-16 13:50:43.481366,43458,,,,,,,43457,,"",5,
21892,Pyro bourgaeanae-Flueggeetum tinctoriae flueggeetosum tinctoriae,2011-05-16 13:50:43.49588,2011-05-16 13:50:43.49588,43459,,,,,,,43458,,"",6,
21893,Pyro bourgeanae-Flueggeetum tinctoriae nerietosum oleandri,2011-05-16 13:50:43.510353,2011-05-16 13:50:43.510353,43460,,,,,,,43458,,"",6,
21894,Salicion pedicellatae,2011-05-16 13:50:43.524873,2011-05-16 13:50:43.524873,104719,,,,,,,29924,,"",4,
21895,Equiseto telmateiae-Salicetum pedicellatae,2011-05-16 13:50:43.539363,2011-05-16 13:50:43.539363,43441,,,,,,,104719,,"",5,
21896,Equiseto telmateiae-Salicetum pedicellatae salicetosum albae,2011-05-16 13:50:43.553847,2011-05-16 13:50:43.553847,43442,,,,,,,43441,,"",6,
21897,Equiseto telmateiae-Salicetum pedicellatae nerietosum oleandri,2011-05-16 13:50:43.56835,2011-05-16 13:50:43.56835,43443,,,,,,,43441,,"",6,
21898,Nerio oleandri-Salicetum pedicellatae,2011-05-16 13:50:43.582824,2011-05-16 13:50:43.582824,43445,,,,,,,104719,,"",5,
21899,Erico mediterraneae-Salicetum pedicellatae,2011-05-16 13:50:43.597387,2011-05-16 13:50:43.597387,43447,,,,,,,104719,,"",5,
21900,Erico erigenae-Salicetum pedicellatae nerietosum oleandri,2011-05-16 13:50:43.611847,2011-05-16 13:50:43.611847,43448,,,,,,,43447,,"",6,
21901,Erico terminalis-Salicetum eleagni,2011-05-16 13:50:43.626323,2011-05-16 13:50:43.626323,106744,,,,,,,104719,,"",5,
21902,Dorycnio recti-Salicetum pedicellatae,2011-05-16 13:50:43.640762,2011-05-16 13:50:43.640762,107319,,,,,,,104719,,"",5,
21903,Salicion albae,2011-05-16 13:50:43.65526,2011-05-16 13:50:43.65526,104911,,,,,,,29924,,"",4,
21904,Salicetum purpureo-albae,2011-05-16 13:50:43.669715,2011-05-16 13:50:43.669715,104912,,,,,,,104911,,"",5,
21905,RHAMNO-PRUNETEA,2011-05-16 13:50:43.684209,2011-05-16 13:50:43.684209,29808,,,,,,,7,,"",2,
21906,Prunetalia spinosae,2011-05-16 13:50:43.698721,2011-05-16 13:50:43.698721,29925,,,,,,,29808,,"",3,
21907,Pruno-Rubion ulmifolii,2011-05-16 13:50:43.713199,2011-05-16 13:50:43.713199,43467,,,,,,,29925,,"",4,
21908,Pruno-Rubenion ulmifolii,2011-05-16 13:50:43.727659,2011-05-16 13:50:43.727659,43468,,,,,,,43467,,"",5,
21909,Rubo ulmifolii-Coriarietum myrtifoliae,2011-05-16 13:50:43.742096,2011-05-16 13:50:43.742096,43470,,,,,,,43468,,"",6,
21910,Rosenion cariotii-pouzinii,2011-05-16 13:50:43.756768,2011-05-16 13:50:43.756768,43472,,,,,,,43467,,"",5,
21911,Rosetum micrantho-agrestis,2011-05-16 13:50:43.771256,2011-05-16 13:50:43.771256,30096,,,,,,,43472,,"",6,
21912,Lonicero hispanicae-Rubetum ulmifolii,2011-05-16 13:50:43.78572,2011-05-16 13:50:43.78572,43473,,,,,,,43472,,"",6,
21913,Comunidad de Crataegus monogyna y Rosa sp.,2011-05-16 13:50:43.800221,2011-05-16 13:50:43.800221,43474,,,,,,,43472,,"",6,
21914,Rubo ulmifolii-Rosetum corymbiferae,2011-05-16 13:50:43.81503,2011-05-16 13:50:43.81503,104749,,,,,,,43472,,"",6,
21915,Lonicero arboreae-Berberidion hispanicae,2011-05-16 13:50:43.829492,2011-05-16 13:50:43.829492,43477,,,,,,,29925,,"",4,
21916,Lonicero splendidae-Buxetum sempervirentis,2011-05-16 13:50:43.843945,2011-05-16 13:50:43.843945,43469,,,,,,,43477,,"",5,
21917,Lonicero splendidae-Berberidetum hispanicae,2011-05-16 13:50:43.858709,2011-05-16 13:50:43.858709,43478,,,,,,,43477,,"",5,
21918,Lonicero splendidae-Berberidetum hispanicae juniperetosum sabinae,2011-05-16 13:50:43.873219,2011-05-16 13:50:43.873219,43479,,,,,,,43478,,"",6,
21919,Lonicero arboreae-Rhamnetum cathartici,2011-05-16 13:50:43.887723,2011-05-16 13:50:43.887723,43482,,,,,,,43477,,"",5,
21920,Pruno mahalebo-Berberidetum hispanicae,2011-05-16 13:50:43.90216,2011-05-16 13:50:43.90216,43483,,,,,,,43477,,"",5,
21921,Roso siculae-Berberidetum hispanicae,2011-05-16 13:50:43.916625,2011-05-16 13:50:43.916625,43484,,,,,,,43477,,"",5,
21922,Crataego granatensis-Loniceretum arboreae,2011-05-16 13:50:43.931106,2011-05-16 13:50:43.931106,43485,,,,,,,43477,,"",5,
21923,Comunidad de Daphne laureola y Buxus sempervirens,2011-05-16 13:50:44.019525,2011-05-16 13:50:44.019525,43486,,,,,,,43477,,"",5,
21924,Viburno lantanae-Berberidetum australis,2011-05-16 13:50:44.034705,2011-05-16 13:50:44.034705,43487,,,,,,,43477,,"",5,
21925,Comunidad de Arctostaphylos uva-ursi subsp. crassifolia,2011-05-16 13:50:44.049799,2011-05-16 13:50:44.049799,43488,,,,,,,43477,,"",5,
21926,Comunidad de Prunus spinosa,2011-05-16 13:50:44.064606,2011-05-16 13:50:44.064606,43489,,,,,,,43477,,"",5,
21927,Comunidad de Crataegus monogyna subsp. brevispina,2011-05-16 13:50:44.079417,2011-05-16 13:50:44.079417,43490,,,,,,,43477,,"",5,
21928,Rosetum myriacantho-siculae,2011-05-16 13:50:44.094184,2011-05-16 13:50:44.094184,104505,,,,,,,43477,,"",5,
21929,Berberidion vulgaris,2011-05-16 13:50:44.109001,2011-05-16 13:50:44.109001,107366,,,,,,,29925,,"",4,
21930,Berberido-Buxetum sempervirentis,2011-05-16 13:50:44.123741,2011-05-16 13:50:44.123741,107367,,,,,,,107366,,"",5,
21931,ROSMARINETEA OFFICINALIS,2011-05-16 13:50:44.138505,2011-05-16 13:50:44.138505,29809,,,,,,,7,,"",2,
21932,Rosmarinetalia officinalis,2011-05-16 13:50:44.153275,2011-05-16 13:50:44.153275,29926,,,,,,,29809,,"",3,
21933,Santurejo-Thymbrion capitatae,2011-05-16 13:50:44.168028,2011-05-16 13:50:44.168028,43507,,,,,,,29926,,"",4,
21934,Eryngio-Ulicenion erinacei,2011-05-16 13:50:44.183237,2011-05-16 13:50:44.183237,43508,,,,,,,43507,,"",5,
21935,Lavandulo-Echinospartion boissieri,2011-05-16 13:50:44.197935,2011-05-16 13:50:44.197935,43527,,,,,,,29926,,"",4,
21936,Teucrio webbiani-Helianthemetum origanifolii,2011-05-16 13:50:44.212586,2011-05-16 13:50:44.212586,30097,,,,,,,43527,,"",5,
21937,Thymo orospedani-Cistetum clusii,2011-05-16 13:50:44.227199,2011-05-16 13:50:44.227199,43532,,,,,,,43527,,"",5,
21938,Saturejo intricatae-Genistetum boissieri,2011-05-16 13:50:44.241754,2011-05-16 13:50:44.241754,43533,,,,,,,43527,,"",5,
21939,Santolino canescentis-Salvietum oxyodontis,2011-05-16 13:50:44.256255,2011-05-16 13:50:44.256255,43534,,,,,,,43527,,"",5,
21940,Teucrio leonis-Erinaceetum anthyllidis,2011-05-16 13:50:44.270719,2011-05-16 13:50:44.270719,43543,,,,,,,43527,,"",5,
21941,Sideritido incanae-Lavanduletum lanatae,2011-05-16 13:50:44.285212,2011-05-16 13:50:44.285212,43544,,,,,,,43527,,"",5,
21942,Comunidad de Rosmarinus officinalis y Ulex parviflorus,2011-05-16 13:50:44.299706,2011-05-16 13:50:44.299706,43546,,,,,,,43527,,"",5,
21943,Saturejo intricatae-Erinaceetum anthyllidis,2011-05-16 13:50:44.314221,2011-05-16 13:50:44.314221,43565,,,,,,,43527,,"",5,
21944,Comunidad de Helianthemum appeninum subsp. stoechadifolium,2011-05-16 13:50:44.329135,2011-05-16 13:50:44.329135,107018,,,,,,,43527,,"",5,
21945,Comunidad de Hormathophylla spinosa,2011-05-16 13:50:44.343618,2011-05-16 13:50:44.343618,107019,,,,,,,43527,,"",5,
21946,Comunidad de Ononis aragonensis,2011-05-16 13:50:44.358173,2011-05-16 13:50:44.358173,107020,,,,,,,43527,,"",5,
21947,Comunidad de Satureja obovata,2011-05-16 13:50:44.372655,2011-05-16 13:50:44.372655,107021,,,,,,,43527,,"",5,
21948,Comunidad de Pteridium aquilinum,2011-05-16 13:50:44.38723,2011-05-16 13:50:44.38723,107160,,,,,,,43527,,"",5,
21949,Sideritido incanae-Salvion lavandulifoliae,2011-05-16 13:50:44.401697,2011-05-16 13:50:44.401697,43547,,,,,,,29926,,"",4,
21950,Xero-Aphyllanthenion,2011-05-16 13:50:44.41642,2011-05-16 13:50:44.41642,43548,,,,,,,43547,,"",5,
21951,Paronychio aretioidis-Astragaletum tumidi,2011-05-16 13:50:44.431037,2011-05-16 13:50:44.431037,43549,,,,,,,43548,,"",6,
