id,nombre_cientifico,created_at,updated_at,ent_pk,imagen,dicc_ecologia_id,dicc_biogeovoou_id,dicc_biogeosimple_id,dicc_estatussn_id,dicc_ecologiatrofica_id,ent_pk_padre,autor,nombre_comun,nivel,audio
12067,Delphinium bolosii,2011-05-16 13:48:26.321992,2011-05-16 13:48:26.321992,5941,,,,,,,5940,,"",9,
12068,Delphinium emarginatum,2011-05-16 13:48:26.332158,2011-05-16 13:48:26.332158,5942,,,,,,,5940,,"",9,
12069,Delphinium emarginatum subsp. nevadense,2011-05-16 13:48:26.34237,2011-05-16 13:48:26.34237,5943,,,,,,,5942,,"",10,
12070,Delphinium fissum,2011-05-16 13:48:26.352601,2011-05-16 13:48:26.352601,5944,,,,,,,5940,,"",9,
12071,Delphinium fissum subsp. sordidum,2011-05-16 13:48:26.362774,2011-05-16 13:48:26.362774,5945,,,,,,,5944,,Espuela de Málaga,10,
12072,Delphinium gracile,2011-05-16 13:48:26.373006,2011-05-16 13:48:26.373006,5946,,,,,,,5940,,"",9,
12073,Delphinium halteratum,2011-05-16 13:48:26.383342,2011-05-16 13:48:26.383342,5948,,,,,,,5940,,"",9,
12074,Delphinium halteranum subsp. verdunense,2011-05-16 13:48:26.393452,2011-05-16 13:48:26.393452,5947,,,,,,,5948,,"",10,
12075,Delphinium nanum,2011-05-16 13:48:26.403693,2011-05-16 13:48:26.403693,5949,,,,,,,5940,,"",9,
12076,Delphinium nevadense,2011-05-16 13:48:26.413822,2011-05-16 13:48:26.413822,5950,,,,,,,5940,,Espuela de caballero,9,
12077,Delphinium obcordatum,2011-05-16 13:48:26.424018,2011-05-16 13:48:26.424018,5951,,,,,,,5940,,"",9,
12078,Delphinium pentagynum,2011-05-16 13:48:26.434199,2011-05-16 13:48:26.434199,5952,,,,,,,5940,,"",9,
12079,Delphinium peregrinum,2011-05-16 13:48:26.44439,2011-05-16 13:48:26.44439,5953,,,,,,,5940,,"",9,
12080,Delphinium staphisagria,2011-05-16 13:48:26.45471,2011-05-16 13:48:26.45471,5954,,,,,,,5940,,Estafisagria,9,
12081,Delphinium verdunense,2011-05-16 13:48:26.464884,2011-05-16 13:48:26.464884,5955,,,,,,,5940,,"",9,
12082,Consolida,2011-05-16 13:48:26.475038,2011-05-16 13:48:26.475038,5957,,,,,,,1754,,"",8,
12083,Consolida ajacis,2011-05-16 13:48:26.485198,2011-05-16 13:48:26.485198,5958,,,,,,,5957,,Espuela de caballero,9,
12084,Consolida ambigua,2011-05-16 13:48:26.495352,2011-05-16 13:48:26.495352,5959,,,,,,,5957,,"",9,
12085,Consolida mauritanica,2011-05-16 13:48:26.505616,2011-05-16 13:48:26.505616,5960,,,,,,,5957,,"",9,
12086,Consolida orientalis,2011-05-16 13:48:26.51591,2011-05-16 13:48:26.51591,5961,,,,,,,5957,,"",9,
12087,Consolida orientalis subsp. orientalis,2011-05-16 13:48:26.526239,2011-05-16 13:48:26.526239,5962,,,,,,,5961,,"",10,
12088,Consolida pubescens,2011-05-16 13:48:26.536599,2011-05-16 13:48:26.536599,5963,,,,,,,5957,,"",9,
12089,Consolida samia,2011-05-16 13:48:26.546888,2011-05-16 13:48:26.546888,5964,,,,,,,5957,,"",9,
12090,Aquilegia,2011-05-16 13:48:26.557192,2011-05-16 13:48:26.557192,12900,,,,,,,1754,,"",8,
12091,Aquilegia alpina,2011-05-16 13:48:26.567518,2011-05-16 13:48:26.567518,12901,,,,,,,12900,,"",9,
12092,Aquilegia cazorlensis,2011-05-16 13:48:26.577909,2011-05-16 13:48:26.577909,12903,,,,,,,12900,,Aguileña de Cazorla,9,
12093,Aquilegia kitaibelii,2011-05-16 13:48:26.588433,2011-05-16 13:48:26.588433,12904,,,,,,,12900,,"",9,
12094,Aquilegia pyrenaica,2011-05-16 13:48:26.598685,2011-05-16 13:48:26.598685,12905,,,,,,,12900,,"",9,
12095,Aquilegia pyrenaica subsp. cazorlensis,2011-05-16 13:48:26.608976,2011-05-16 13:48:26.608976,12906,,,,,,,12905,,"",10,
12096,Aquilegia pyrenaica subsp. pyrenaica,2011-05-16 13:48:26.619228,2011-05-16 13:48:26.619228,12907,,,,,,,12905,,"",10,
12097,Aquilegia vulgaris,2011-05-16 13:48:26.701615,2011-05-16 13:48:26.701615,12908,,,,,,,12900,,"",9,
12098,Aquilegia vulgaris subsp. dichroa,2011-05-16 13:48:26.712193,2011-05-16 13:48:26.712193,12909,,,,,,,12908,,"",10,
12099,Aquilegia vulgaris subsp. hispanica,2011-05-16 13:48:26.722632,2011-05-16 13:48:26.722632,12910,,,,,,,12908,,"",10,
12100,Aquilegia vulgaris subsp. nevadensis,2011-05-16 13:48:26.732997,2011-05-16 13:48:26.732997,12911,,,,,,,12908,,Aguileña,10,
12101,Aquilegia vulgaris subsp. vulgaris,2011-05-16 13:48:26.743403,2011-05-16 13:48:26.743403,12912,,,,,,,12908,,"",10,
12102,Aconitum,2011-05-16 13:48:26.753782,2011-05-16 13:48:26.753782,12955,,,,,,,1754,,"",8,
12103,Aconitum burnatii,2011-05-16 13:48:26.764198,2011-05-16 13:48:26.764198,12956,,,,,,,12955,,Acónito azul,9,
12104,Aconitum corsicum,2011-05-16 13:48:26.774565,2011-05-16 13:48:26.774565,12957,,,,,,,12955,,"",9,
12105,Aconitum vulparia,2011-05-16 13:48:26.784978,2011-05-16 13:48:26.784978,12958,,,,,,,12955,,"",9,
12106,Aconitum vulparia subsp. neapolitanum,2011-05-16 13:48:26.795361,2011-05-16 13:48:26.795361,12959,,,,,,,12958,,"",10,
12107,Aconitum lycoctonum,2011-05-16 13:48:26.805738,2011-05-16 13:48:26.805738,105057,,,,,,,12955,,"",9,
12108,Ceratocephala,2011-05-16 13:48:26.816046,2011-05-16 13:48:26.816046,104432,,,,,,,1754,,"",8,
12109,Ceratocephala falcata,2011-05-16 13:48:26.826348,2011-05-16 13:48:26.826348,104433,,,,,,,104432,,"",9,
12110,Ceratocephala falcata var. falcata,2011-05-16 13:48:26.836616,2011-05-16 13:48:26.836616,13114,,,,,,,104433,,"",10,
12111,Ceratocephala falcata var. barrelieri,2011-05-16 13:48:26.846996,2011-05-16 13:48:26.846996,104434,,,,,,,104433,,"",10,
12112,Pulsatilla,2011-05-16 13:48:26.857527,2011-05-16 13:48:26.857527,105869,,,,,,,1754,,"",8,
12113,Pulsatilla alpina,2011-05-16 13:48:26.867902,2011-05-16 13:48:26.867902,105870,,,,,,,105869,,"",9,
12114,Pulsatilla alpina subsp. font-queri,2011-05-16 13:48:26.878053,2011-05-16 13:48:26.878053,106394,,,,,,,105870,,"",10,
12115,Hepatica,2011-05-16 13:48:26.888427,2011-05-16 13:48:26.888427,106365,,,,,,,1754,,"",8,
12116,Hepatica nobilis,2011-05-16 13:48:26.898565,2011-05-16 13:48:26.898565,106366,,,,,,,106365,,"",9,
12117,Garidella,2011-05-16 13:48:26.908685,2011-05-16 13:48:26.908685,108137,,,,,,,1754,,"",8,
12118,Garidella nigellastrum,2011-05-16 13:48:26.918852,2011-05-16 13:48:26.918852,108138,,,,,,,108137,,"",9,
12119,Berberidaceae,2011-05-16 13:48:26.929003,2011-05-16 13:48:26.929003,1755,,,,,,,243,,"",7,
12120,Berberis,2011-05-16 13:48:26.939178,2011-05-16 13:48:26.939178,5965,,,,,,,1755,,"",8,
12121,Berberis hispanica,2011-05-16 13:48:26.949316,2011-05-16 13:48:26.949316,5966,,,,,,,5965,,Agracejo,9,
12122,Berberis maderensis,2011-05-16 13:48:26.959654,2011-05-16 13:48:26.959654,5967,,,,,,,5965,,"",9,
12123,Berberis vulgaris,2011-05-16 13:48:26.969894,2011-05-16 13:48:26.969894,29539,,,,,,,5965,,Agracejo,9,
12124,Berberis vulgaris subsp. australis,2011-05-16 13:48:26.980099,2011-05-16 13:48:26.980099,5968,,,,,,,29539,,Agracejo,10,
12125,Mahonia,2011-05-16 13:48:26.990261,2011-05-16 13:48:26.990261,107993,,,,,,,1755,,"",8,
12126,Mahonia aquifolium,2011-05-16 13:48:27.000442,2011-05-16 13:48:27.000442,107994,,,,,,,107993,,"",9,
12127,Coriariaceae,2011-05-16 13:48:27.011081,2011-05-16 13:48:27.011081,1756,,,,,,,243,,"",7,
12128,Coriaria,2011-05-16 13:48:27.021201,2011-05-16 13:48:27.021201,5970,,,,,,,1756,,"",8,
12129,Coriaria myrtifolia,2011-05-16 13:48:27.031359,2011-05-16 13:48:27.031359,5971,,,,,,,5970,,Emborrachacabras,9,
12130,Papaverales,2011-05-16 13:48:27.041512,2011-05-16 13:48:27.041512,244,,,,,,,25,,"",6,
12131,Papaveraceae,2011-05-16 13:48:27.051656,2011-05-16 13:48:27.051656,1758,,,,,,,244,,"",7,
12132,Papaver,2011-05-16 13:48:27.061818,2011-05-16 13:48:27.061818,5975,,,,,,,1758,,"",8,
12133,Papaver argemone,2011-05-16 13:48:27.071978,2011-05-16 13:48:27.071978,5976,,,,,,,5975,,"",9,
12134,Papaver dubium,2011-05-16 13:48:27.08214,2011-05-16 13:48:27.08214,5977,,,,,,,5975,,"",9,
12135,Papaver hybridum,2011-05-16 13:48:27.092263,2011-05-16 13:48:27.092263,5978,,,,,,,5975,,"",9,
12136,Papaver lapeyrousianum,2011-05-16 13:48:27.102471,2011-05-16 13:48:27.102471,5979,,,,,,,5975,,Amapola de Sierra Nevada,9,
12137,Papaver lecoquii,2011-05-16 13:48:27.112868,2011-05-16 13:48:27.112868,5980,,,,,,,5975,,"",9,
12138,Papaver pinnatifidum,2011-05-16 13:48:27.12305,2011-05-16 13:48:27.12305,5981,,,,,,,5975,,"",9,
12139,Papaver rhoeas,2011-05-16 13:48:27.133298,2011-05-16 13:48:27.133298,5982,,,,,,,5975,,Amapola,9,
12140,Papaver rhoeas var. rhoeas,2011-05-16 13:48:27.144286,2011-05-16 13:48:27.144286,5983,,,,,,,5982,,"",10,
12141,Papaver rhoeas var. strigosum,2011-05-16 13:48:27.154744,2011-05-16 13:48:27.154744,5984,,,,,,,5982,,"",10,
12142,Papaver rupifragum,2011-05-16 13:48:27.165165,2011-05-16 13:48:27.165165,5985,,,,,,,5975,,Amapola de Grazalema,9,
12143,Papaver somniferum,2011-05-16 13:48:27.175334,2011-05-16 13:48:27.175334,5986,,,,,,,5975,,Adormidera,9,
12144,Papaver somniferum subsp. setigerum,2011-05-16 13:48:27.18549,2011-05-16 13:48:27.18549,5987,,,,,,,5986,,"",10,
12145,Papaver somniferum subsp. somniferum,2011-05-16 13:48:27.195635,2011-05-16 13:48:27.195635,5988,,,,,,,5986,,"",10,
12146,Papaver suaveolens,2011-05-16 13:48:27.278185,2011-05-16 13:48:27.278185,5989,,,,,,,5975,,"",9,
12147,Roemeria,2011-05-16 13:48:27.288801,2011-05-16 13:48:27.288801,5990,,,,,,,1758,,"",8,
12148,Roemeria hybrida,2011-05-16 13:48:27.299246,2011-05-16 13:48:27.299246,5991,,,,,,,5990,,"",9,
12149,Roemeria argemone,2011-05-16 13:48:27.309626,2011-05-16 13:48:27.309626,5992,,,,,,,5990,,"",9,
12150,Glaucium,2011-05-16 13:48:27.320221,2011-05-16 13:48:27.320221,5993,,,,,,,1758,,"",8,
12151,Glaucium flavum,2011-05-16 13:48:27.33063,2011-05-16 13:48:27.33063,5994,,,,,,,5993,,"",9,
12152,Glaucium corniculatum,2011-05-16 13:48:27.341047,2011-05-16 13:48:27.341047,5995,,,,,,,5993,,"",9,
12153,Eschscholzia,2011-05-16 13:48:27.351473,2011-05-16 13:48:27.351473,5996,,,,,,,1758,,"",8,
12154,Eschscholzia californica,2011-05-16 13:48:27.36208,2011-05-16 13:48:27.36208,5997,,,,,,,5996,,"",9,
12155,Chelidonium,2011-05-16 13:48:27.372521,2011-05-16 13:48:27.372521,5998,,,,,,,1758,,"",8,
12156,Chelidonium majus,2011-05-16 13:48:27.383147,2011-05-16 13:48:27.383147,5999,,,,,,,5998,,"",9,
12157,Fumariaceae,2011-05-16 13:48:27.393721,2011-05-16 13:48:27.393721,1759,,,,,,,244,,"",7,
12158,Hypecoum,2011-05-16 13:48:27.404275,2011-05-16 13:48:27.404275,6001,,,,,,,1759,,"",8,
12159,Hypecoum imberbe,2011-05-16 13:48:27.414561,2011-05-16 13:48:27.414561,6002,,,,,,,6001,,"",9,
12160,Hypecoum littorale,2011-05-16 13:48:27.424858,2011-05-16 13:48:27.424858,6003,,,,,,,6001,,"",9,
12161,Hypecoum pendulum,2011-05-16 13:48:27.43512,2011-05-16 13:48:27.43512,6004,,,,,,,6001,,"",9,
12162,Hypecoum procumbens,2011-05-16 13:48:27.445359,2011-05-16 13:48:27.445359,6005,,,,,,,6001,,"",9,
12163,Ceratocapnos,2011-05-16 13:48:27.455515,2011-05-16 13:48:27.455515,6006,,,,,,,1759,,"",8,
12164,Ceratocapnos heterocarpa,2011-05-16 13:48:27.465697,2011-05-16 13:48:27.465697,6007,,,,,,,6006,,"",9,
12165,Sarcocapnos,2011-05-16 13:48:27.475848,2011-05-16 13:48:27.475848,6008,,,,,,,1759,,"",8,
12166,Sarcocapnos baetica,2011-05-16 13:48:27.486016,2011-05-16 13:48:27.486016,6009,,,,,,,6008,,"",9,
12167,Sarcocapnos baetica subsp. baetica,2011-05-16 13:48:27.496218,2011-05-16 13:48:27.496218,6010,,,,,,,6009,,Zapaticos de la Virgen,10,
12168,Sarcocapnos baetica subsp. integrifolia,2011-05-16 13:48:27.506437,2011-05-16 13:48:27.506437,6011,,,,,,,6009,,Zapaticos de hoja simple,10,
12169,Sarcocapnos crassifolia,2011-05-16 13:48:27.516635,2011-05-16 13:48:27.516635,6012,,,,,,,6008,,"",9,
12170,Sarcocapnos crassifolia subsp. speciosa,2011-05-16 13:48:27.526838,2011-05-16 13:48:27.526838,6013,,,,,,,6012,,Hierba de la Lucía,10,
12171,Sarcocapnos enneaphylla,2011-05-16 13:48:27.537064,2011-05-16 13:48:27.537064,6014,,,,,,,6008,,"",9,
12172,Sarcocapnos integrifolia,2011-05-16 13:48:27.547239,2011-05-16 13:48:27.547239,6015,,,,,,,6008,,"",9,
12173,Sarcocapnos saetabensis,2011-05-16 13:48:27.557409,2011-05-16 13:48:27.557409,6016,,,,,,,6008,,"",9,
12174,Sarcocapnos speciosa,2011-05-16 13:48:27.567639,2011-05-16 13:48:27.567639,6017,,,,,,,6008,,Zapaticos de la Virgen,9,
12175,Sarcocapnos pulcherrima,2011-05-16 13:48:27.577838,2011-05-16 13:48:27.577838,104660,,,,,,,6008,,"",9,
12176,Fumaria,2011-05-16 13:48:27.588002,2011-05-16 13:48:27.588002,6020,,,,,,,1759,,"",8,
12177,Fumaria agraria,2011-05-16 13:48:27.598181,2011-05-16 13:48:27.598181,6021,,,,,,,6020,,Flor de pajarito,9,
12178,Fumaria bastardii,2011-05-16 13:48:27.608386,2011-05-16 13:48:27.608386,6022,,,,,,,6020,,"",9,
12179,Fumaria bastardii var. jordanii,2011-05-16 13:48:27.618709,2011-05-16 13:48:27.618709,6023,,,,,,,6022,,"",10,
12180,Fumaria bracteosa,2011-05-16 13:48:27.628914,2011-05-16 13:48:27.628914,6024,,,,,,,6020,,"",9,
12181,Fumaria calcarata,2011-05-16 13:48:27.639089,2011-05-16 13:48:27.639089,6025,,,,,,,6020,,"",9,
12182,Fumaria calcarata var. calcarata,2011-05-16 13:48:27.649888,2011-05-16 13:48:27.649888,6026,,,,,,,6025,,"",10,
12183,Fumaria calcarata var. spathulata,2011-05-16 13:48:27.660123,2011-05-16 13:48:27.660123,6027,,,,,,,6025,,"",10,
12184,Fumaria capreolata,2011-05-16 13:48:27.6705,2011-05-16 13:48:27.6705,6028,,,,,,,6020,,"",9,
12185,Fumaria capreolata subsp. capreolata,2011-05-16 13:48:27.680741,2011-05-16 13:48:27.680741,6029,,,,,,,6028,,"",10,
12186,Fumaria densiflora,2011-05-16 13:48:27.690958,2011-05-16 13:48:27.690958,6030,,,,,,,6020,,"",9,
12187,Fumaria ericifolia,2011-05-16 13:48:27.701112,2011-05-16 13:48:27.701112,6031,,,,,,,6020,,"",9,
12188,Fumaria faurei,2011-05-16 13:48:27.711462,2011-05-16 13:48:27.711462,6032,,,,,,,6020,,"",9,
12189,Fumaria gaillardotii,2011-05-16 13:48:27.721643,2011-05-16 13:48:27.721643,6033,,,,,,,6020,,"",9,
12190,Fumaria macrosepala,2011-05-16 13:48:27.732025,2011-05-16 13:48:27.732025,6034,,,,,,,6020,,"",9,
12191,Fumaria macrosepala subsp. macrosepala,2011-05-16 13:48:27.742202,2011-05-16 13:48:27.742202,6035,,,,,,,6034,,"",10,
12192,Fumaria melillaica,2011-05-16 13:48:27.75246,2011-05-16 13:48:27.75246,6036,,,,,,,6020,,"",9,
12193,Fumaria mumbyi,2011-05-16 13:48:27.762672,2011-05-16 13:48:27.762672,6037,,,,,,,6020,,"",9,
12194,Fumaria muralis,2011-05-16 13:48:27.772851,2011-05-16 13:48:27.772851,6038,,,,,,,6020,,"",9,
12195,Fumaria officinalis,2011-05-16 13:48:27.855733,2011-05-16 13:48:27.855733,6039,,,,,,,6020,,"",9,
12196,Fumaria officinalis subsp. officinalis,2011-05-16 13:48:27.866447,2011-05-16 13:48:27.866447,6040,,,,,,,6039,,"",10,
12197,Fumaria officinalis subsp. wirtgenii,2011-05-16 13:48:27.876929,2011-05-16 13:48:27.876929,6041,,,,,,,6039,,"",10,
12198,Fumaria officinalis var. floribunda,2011-05-16 13:48:27.887349,2011-05-16 13:48:27.887349,6042,,,,,,,6039,,"",10,
12199,Fumaria parviflora,2011-05-16 13:48:27.897999,2011-05-16 13:48:27.897999,6043,,,,,,,6020,,"",9,
12200,Fumaria pugsleyana,2011-05-16 13:48:27.908627,2011-05-16 13:48:27.908627,6045,,,,,,,6020,,"",9,
12201,Fumaria reuteri,2011-05-16 13:48:27.919052,2011-05-16 13:48:27.919052,6046,,,,,,,6020,,"",9,
12202,Fumaria reuteri subsp. reuteri,2011-05-16 13:48:27.929441,2011-05-16 13:48:27.929441,7163,,,,,,,6046,,"",10,
12203,Fumaria rupestris,2011-05-16 13:48:27.9399,2011-05-16 13:48:27.9399,6047,,,,,,,6020,,"",9,
12204,Fumaria schrammii,2011-05-16 13:48:27.950558,2011-05-16 13:48:27.950558,6049,,,,,,,6020,,"",9,
12205,Fumaria schrammii var. schrammii,2011-05-16 13:48:27.96113,2011-05-16 13:48:27.96113,6050,,,,,,,6049,,"",10,
12206,Fumaria segetalis,2011-05-16 13:48:27.971649,2011-05-16 13:48:27.971649,6051,,,,,,,6020,,"",9,
12207,Fumaria sepium,2011-05-16 13:48:27.982021,2011-05-16 13:48:27.982021,6052,,,,,,,6020,,"",9,
12208,Fumaria sepium var. gaditana,2011-05-16 13:48:27.992525,2011-05-16 13:48:27.992525,6053,,,,,,,6052,,"",10,
12209,Fumaria vaillantii,2011-05-16 13:48:28.003182,2011-05-16 13:48:28.003182,6054,,,,,,,6020,,"",9,
12210,Fumaria wirtgenii,2011-05-16 13:48:28.013478,2011-05-16 13:48:28.013478,6055,,,,,,,6020,,"",9,
12211,Fumaria mirabilis,2011-05-16 13:48:28.023713,2011-05-16 13:48:28.023713,6056,,,,,,,6020,,"",9,
12212,Fumaria petteri,2011-05-16 13:48:28.033949,2011-05-16 13:48:28.033949,29540,,,,,,,6020,,"",9,
12213,Fumaria petteri subsp. calcarata,2011-05-16 13:48:28.044147,2011-05-16 13:48:28.044147,6044,,,,,,,29540,,"",10,
12214,Fumaria barnolae,2011-05-16 13:48:28.054347,2011-05-16 13:48:28.054347,107348,,,,,,,6020,,"",9,
12215,Platycapnos,2011-05-16 13:48:28.064544,2011-05-16 13:48:28.064544,6060,,,,,,,1759,,"",8,
12216,Platycapnos saxicola,2011-05-16 13:48:28.074768,2011-05-16 13:48:28.074768,6061,,,,,,,6060,,"",9,
12217,Platycapnos spicata,2011-05-16 13:48:28.085009,2011-05-16 13:48:28.085009,6062,,,,,,,6060,,"",9,
12218,Platycapnos spicata subsp. echeandiae,2011-05-16 13:48:28.095202,2011-05-16 13:48:28.095202,6063,,,,,,,6062,,"",10,
12219,Platycapnos spicata subsp. spicata,2011-05-16 13:48:28.105392,2011-05-16 13:48:28.105392,6064,,,,,,,6062,,"",10,
12220,Platycapnos tenuiloba,2011-05-16 13:48:28.115587,2011-05-16 13:48:28.115587,6065,,,,,,,6060,,"",9,
12221,Platycapnos tenuiloba subsp. paralela,2011-05-16 13:48:28.125805,2011-05-16 13:48:28.125805,6066,,,,,,,6065,,Zapaticos de gleras,10,
12222,Platycapnos tenuiloba subsp. tenuiloba,2011-05-16 13:48:28.13601,2011-05-16 13:48:28.13601,6067,,,,,,,6065,,"",10,
12223,Rupicapnos,2011-05-16 13:48:28.146204,2011-05-16 13:48:28.146204,6069,,,,,,,1759,,"",8,
12224,Rupicapnos africana,2011-05-16 13:48:28.156406,2011-05-16 13:48:28.156406,6070,,,,,,,6069,,"",9,
12225,Rupicapnos africana subsp. decipiens,2011-05-16 13:48:28.166659,2011-05-16 13:48:28.166659,6071,,,,,,,6070,,Conejitos africanos,10,
12226,Magnoliales,2011-05-16 13:48:28.176913,2011-05-16 13:48:28.176913,104959,,,,,,,25,,"",6,
12227,Magnoliaceae,2011-05-16 13:48:28.187108,2011-05-16 13:48:28.187108,104573,,,,,,,104959,,"",7,
12228,Magnolia,2011-05-16 13:48:28.197292,2011-05-16 13:48:28.197292,104583,,,,,,,104573,,"",8,
12229,Magnolia grandiflora,2011-05-16 13:48:28.207503,2011-05-16 13:48:28.207503,104574,,,,,,,104583,,Magnolia,9,
12230,Hamamelidae,2011-05-16 13:48:28.217729,2011-05-16 13:48:28.217729,26,,,,,,,20,,"",5,
12231,Urticales,2011-05-16 13:48:28.227946,2011-05-16 13:48:28.227946,246,,,,,,,26,,"",6,
12232,Ulmaceae,2011-05-16 13:48:28.238154,2011-05-16 13:48:28.238154,1761,,,,,,,246,,"",7,
12233,Ulmus,2011-05-16 13:48:28.248491,2011-05-16 13:48:28.248491,6080,,,,,,,1761,,"",8,
12234,Ulmus minor,2011-05-16 13:48:28.258674,2011-05-16 13:48:28.258674,6081,,,,,,,6080,,Olmo,9,
12235,Ulmus campestris,2011-05-16 13:48:28.268907,2011-05-16 13:48:28.268907,6082,,,,,,,6080,,"",9,
12236,Ulmus glabra,2011-05-16 13:48:28.27938,2011-05-16 13:48:28.27938,6083,,,,,,,6080,,"",9,
12237,Ulmus procera,2011-05-16 13:48:28.289605,2011-05-16 13:48:28.289605,6084,,,,,,,6080,,"",9,
12238,Ulmus pumila,2011-05-16 13:48:28.299795,2011-05-16 13:48:28.299795,107293,,,,,,,6080,,"",9,
12239,Celtis,2011-05-16 13:48:28.310006,2011-05-16 13:48:28.310006,6085,,,,,,,1761,,"",8,
12240,Celtis australis,2011-05-16 13:48:28.320169,2011-05-16 13:48:28.320169,6086,,,,,,,6085,,Almez,9,
12241,Moraceae,2011-05-16 13:48:28.330444,2011-05-16 13:48:28.330444,1762,,,,,,,246,,"",7,
12242,Morus alba,2011-05-16 13:48:28.349458,2011-05-16 13:48:28.349458,6089,,,,,,,6088,,Morera,9,
12243,Morus nigra,2011-05-16 13:48:28.431745,2011-05-16 13:48:28.431745,6090,,,,,,,6088,,"",9,
12244,Ficus,2011-05-16 13:48:28.442689,2011-05-16 13:48:28.442689,6091,,,,,,,1762,,"",8,
12245,Ficus carica,2011-05-16 13:48:28.453166,2011-05-16 13:48:28.453166,6092,,,,,,,6091,,Higuera común,9,
12246,Ficus heterophylla,2011-05-16 13:48:28.463625,2011-05-16 13:48:28.463625,105025,,,,,,,6091,,"",9,
12247,Ficus microcarpa,2011-05-16 13:48:28.474056,2011-05-16 13:48:28.474056,105839,,,,,,,6091,,"",9,
12248,Ficus benjamina,2011-05-16 13:48:28.484503,2011-05-16 13:48:28.484503,107707,,,,,,,6091,,"",9,
12249,Ficus benjamina variegata,2011-05-16 13:48:28.494977,2011-05-16 13:48:28.494977,107708,,,,,,,107707,,"",10,
12250,Ficus elastica,2011-05-16 13:48:28.505422,2011-05-16 13:48:28.505422,107955,,,,,,,6091,,Árbol del caucho,9,
12251,Ficus lyrata,2011-05-16 13:48:28.515861,2011-05-16 13:48:28.515861,107956,,,,,,,6091,,"",9,
12252,Ficus macrophylla,2011-05-16 13:48:28.526312,2011-05-16 13:48:28.526312,107957,,,,,,,6091,,"",9,
12253,Ficus rubiginosa,2011-05-16 13:48:28.536766,2011-05-16 13:48:28.536766,107958,,,,,,,6091,,"",9,
12254,Broussonetia,2011-05-16 13:48:28.547198,2011-05-16 13:48:28.547198,103350,,,,,,,1762,,"",8,
12255,Broussonetia papyrifera,2011-05-16 13:48:28.557839,2011-05-16 13:48:28.557839,103351,,,,,,,103350,,"",9,
12256,Maclura,2011-05-16 13:48:28.568177,2011-05-16 13:48:28.568177,104721,,,,,,,1762,,"",8,
12257,Maclura pomifera,2011-05-16 13:48:28.57852,2011-05-16 13:48:28.57852,104722,,,,,,,104721,,"",9,
12258,Urticaceae,2011-05-16 13:48:28.58884,2011-05-16 13:48:28.58884,1763,,,,,,,246,,"",7,
12259,Urtica,2011-05-16 13:48:28.599054,2011-05-16 13:48:28.599054,6095,,,,,,,1763,,"",8,
12260,Urtica caudata,2011-05-16 13:48:28.609258,2011-05-16 13:48:28.609258,6096,,,,,,,6095,,"",9,
12261,Urtica diffusa,2011-05-16 13:48:28.619502,2011-05-16 13:48:28.619502,6097,,,,,,,6095,,"",9,
12262,Urtica dioica,2011-05-16 13:48:28.629716,2011-05-16 13:48:28.629716,6098,,,,,,,6095,,"",9,
12263,Urtica dubia,2011-05-16 13:48:28.639974,2011-05-16 13:48:28.639974,6099,,,,,,,6095,,"",9,
12264,Urtica membranacea,2011-05-16 13:48:28.650222,2011-05-16 13:48:28.650222,6100,,,,,,,6095,,"",9,
12265,Urtica pilulifera,2011-05-16 13:48:28.660499,2011-05-16 13:48:28.660499,6101,,,,,,,6095,,"",9,
12266,Urtica urens,2011-05-16 13:48:28.670958,2011-05-16 13:48:28.670958,6102,,,,,,,6095,,"",9,
12267,Soleirolia,2011-05-16 13:48:28.681154,2011-05-16 13:48:28.681154,6103,,,,,,,1763,,"",8,
12268,Soleirolia soleirolii,2011-05-16 13:48:28.691401,2011-05-16 13:48:28.691401,6104,,,,,,,6103,,"",9,
12269,Parietaria,2011-05-16 13:48:28.70166,2011-05-16 13:48:28.70166,6105,,,,,,,1763,,"",8,
12270,Parietaria diffusa,2011-05-16 13:48:28.711848,2011-05-16 13:48:28.711848,6106,,,,,,,6105,,"",9,
12271,Parietaria judaica,2011-05-16 13:48:28.722092,2011-05-16 13:48:28.722092,6107,,,,,,,6105,,"",9,
12272,Parietaria lusitanica subsp. lusitanica,2011-05-16 13:48:28.732367,2011-05-16 13:48:28.732367,6108,,,,,,,6105,,"",9,
12273,Parietaria mauritanica,2011-05-16 13:48:28.742612,2011-05-16 13:48:28.742612,6109,,,,,,,6105,,"",9,
12274,Parietaria officinalis,2011-05-16 13:48:28.752887,2011-05-16 13:48:28.752887,6110,,,,,,,6105,,"",9,
12275,Forsskaolea,2011-05-16 13:48:28.763232,2011-05-16 13:48:28.763232,104765,,,,,,,1763,,"",8,
12276,Forsskaolea tenacissima,2011-05-16 13:48:28.773523,2011-05-16 13:48:28.773523,104766,,,,,,,104765,,"",9,
12277,Fagales,2011-05-16 13:48:28.783777,2011-05-16 13:48:28.783777,247,,,,,,,26,,"",6,
12278,Fagaceae,2011-05-16 13:48:28.793997,2011-05-16 13:48:28.793997,1765,,,,,,,247,,"",7,
12279,Castanea,2011-05-16 13:48:28.804187,2011-05-16 13:48:28.804187,6112,,,,,,,1765,,"",8,
12280,Castanea sativa,2011-05-16 13:48:28.814421,2011-05-16 13:48:28.814421,6113,,,,,,,6112,,Castaño,9,
