id,specie,numero,distancia,desplazamiento,loc,date,year,nombre
40126,Dendrocopos major,1,10,NA,DIL,2017-07-26,2017,Robledal de Dílar
40127,Cyanistes caeruleus,5,10,NA,DIL,2017-07-26,2017,Robledal de Dílar
40128,Certhia brachydactyla,2,0,NA,DIL,2017-07-26,2017,Robledal de Dílar
40129,Phylloscopus bonelli,8,0,NA,DIL,2017-07-26,2017,Robledal de Dílar
40130,Cyanistes caeruleus,2,0,NA,DIL,2017-07-26,2017,Robledal de Dílar
40131,Fringilla coelebs,1,30,NA,DIL,2017-07-26,2017,Robledal de Dílar
40132,Fringilla coelebs,3,0,NA,DIL,2017-07-26,2017,Robledal de Dílar
40133,Turdus merula,5,0,NA,DIL,2017-07-26,2017,Robledal de Dílar
40134,Troglodytes troglodytes,1,0,NA,DIL,2017-07-26,2017,Robledal de Dílar
40135,Emberiza cia,2,10,NA,DIL,2017-07-26,2017,Robledal de Dílar
40136,Cinclus cinclus,1,10,NA,DIL,2017-07-26,2017,Robledal de Dílar
40137,Columba palumbus,2,10,NA,DIL,2017-08-09,2017,Robledal de Dílar
40138,Hippolais polyglotta,1,0,NA,DIL,2017-08-09,2017,Robledal de Dílar
40139,Phylloscopus bonelli,4,10,NA,DIL,2017-08-09,2017,Robledal de Dílar
40140,Garrulus glandarius,1,0,NA,DIL,2017-08-09,2017,Robledal de Dílar
40141,Erithacus rubecula,4,0,NA,DIL,2017-08-09,2017,Robledal de Dílar
40142,Turdus merula,3,0,NA,DIL,2017-08-09,2017,Robledal de Dílar
40143,Motacilla cinerea,2,0,NA,DIL,2017-08-09,2017,Robledal de Dílar
40144,Cinclus cinclus,1,0,NA,DIL,2017-08-09,2017,Robledal de Dílar
40145,Columba palumbus,2,0,NA,DIL,2017-08-09,2017,Robledal de Dílar
40146,Alectoris rufa,8,0,NA,DIL,2017-08-09,2017,Robledal de Dílar
40147,Fringilla coelebs,3,10,NA,DIL,2017-08-09,2017,Robledal de Dílar
40148,Fringilla coelebs,5,0,NA,DIL,2017-08-09,2017,Robledal de Dílar
40149,Turdus merula,2,10,NA,DIL,2017-08-09,2017,Robledal de Dílar
40150,Pica pica,2,10,NA,DIL,2017-08-09,2017,Robledal de Dílar
40151,Anthus,4,0,NA,DIL,2017-08-09,2017,Robledal de Dílar
40152,Cyanistes caeruleus,2,0,NA,DIL,2017-08-09,2017,Robledal de Dílar
40153,Sitta europaea,1,10,NA,DIL,2017-09-05,2017,Robledal de Dílar
40154,Emberiza cia,3,10,NA,DIL,2017-09-05,2017,Robledal de Dílar
40155,Garrulus glandarius,3,10,NA,DIL,2017-09-05,2017,Robledal de Dílar
40156,Merops apiaster,14,10,NA,DIL,2017-09-05,2017,Robledal de Dílar
40157,Lophophanes cristatus,2,10,NA,DIL,2017-09-05,2017,Robledal de Dílar
40158,Erithacus rubecula,1,0,NA,DIL,2017-09-05,2017,Robledal de Dílar
40159,Phylloscopus bonelli,4,0,NA,DIL,2017-09-05,2017,Robledal de Dílar
40160,Emberiza cia,3,0,NA,DIL,2017-09-05,2017,Robledal de Dílar
40161,Merops apiaster,9,30,NA,DIL,2017-09-05,2017,Robledal de Dílar
40162,Muscicapa striata,1,0,NA,DIL,2017-09-05,2017,Robledal de Dílar
40163,Parus major,1,10,NA,DIL,2017-09-05,2017,Robledal de Dílar
40164,Parus major,2,0,NA,DIL,2017-09-05,2017,Robledal de Dílar
40165,Turdus iliacus,1,0,NA,DIL,2017-09-05,2017,Robledal de Dílar
40166,Turdus merula,3,0,NA,DIL,2017-09-05,2017,Robledal de Dílar
40167,Parus major,1,30,NA,DIL,2017-09-05,2017,Robledal de Dílar
40168,Fringilla coelebs,2,10,NA,DIL,2017-09-05,2017,Robledal de Dílar
40169,Sitta europaea,3,0,NA,DIL,2017-09-05,2017,Robledal de Dílar
40170,Turdus merula,1,10,NA,DIL,2017-09-05,2017,Robledal de Dílar
40171,Cyanistes caeruleus,2,0,NA,DIL,2017-09-05,2017,Robledal de Dílar
40172,Sylvia melanocephala,1,0,NA,DIL,2017-09-05,2017,Robledal de Dílar
40173,Garrulus glandarius,1,0,NA,DIL,2017-09-05,2017,Robledal de Dílar
40174,Certhia brachydactyla,2,0,NA,DIL,2017-09-05,2017,Robledal de Dílar
40175,Fringilla coelebs,14,0,NA,DIL,2017-09-05,2017,Robledal de Dílar
40176,Turdus torquatus,3,10,NA,DIL,2017-11-14,2017,Robledal de Dílar
40177,Turdus torquatus,5,0,NA,DIL,2017-11-14,2017,Robledal de Dílar
40178,Parus major,2,0,NA,DIL,2017-11-14,2017,Robledal de Dílar
40179,Pica pica,1,0,NA,DIL,2017-11-14,2017,Robledal de Dílar
40180,Erithacus rubecula,5,0,NA,DIL,2017-11-14,2017,Robledal de Dílar
40181,Phoenicurus ochruros,4,0,NA,DIL,2017-11-14,2017,Robledal de Dílar
40182,Turdus philomelos,4,0,NA,DIL,2017-11-14,2017,Robledal de Dílar
40183,Phylloscopus collybita,6,0,NA,DIL,2017-11-14,2017,Robledal de Dílar
40184,Turdus merula,3,0,NA,DIL,2017-11-14,2017,Robledal de Dílar
40185,Pica pica,1,10,NA,DIL,2017-11-14,2017,Robledal de Dílar
40186,Garrulus glandarius,1,10,NA,DIL,2017-11-14,2017,Robledal de Dílar
40187,Emberiza cirlus,4,10,NA,DIL,2017-11-14,2017,Robledal de Dílar
40188,Fringilla montifringilla,2,10,NA,DIL,2017-11-14,2017,Robledal de Dílar
40189,Carduelis spinus,12,0,NA,DIL,2017-11-14,2017,Robledal de Dílar
40190,Fringilla coelebs,23,0,NA,DIL,2017-11-14,2017,Robledal de Dílar
40191,Cyanistes caeruleus,3,0,NA,DIL,2017-11-14,2017,Robledal de Dílar
40192,Garrulus glandarius,1,0,NA,DIL,2017-11-14,2017,Robledal de Dílar
40193,Carduelis chloris,4,10,NA,DIL,2017-11-14,2017,Robledal de Dílar
40194,Erithacus rubecula,4,10,NA,DIL,2017-11-14,2017,Robledal de Dílar
40195,Sitta europaea,2,10,NA,DIL,2017-11-14,2017,Robledal de Dílar
40196,Sitta europaea,3,0,NA,DIL,2017-11-14,2017,Robledal de Dílar
40197,Carduelis carduelis,2,0,NA,DIL,2017-11-14,2017,Robledal de Dílar
40198,Fringilla montifringilla,7,0,NA,DIL,2017-11-14,2017,Robledal de Dílar
40199,Emberiza cia,8,0,NA,DIL,2017-11-14,2017,Robledal de Dílar
40200,Parus major,2,10,NA,DIL,2017-11-14,2017,Robledal de Dílar
40201,Turdus philomelos,4,10,NA,DIL,2017-11-14,2017,Robledal de Dílar
40202,Emberiza cirlus,8,0,NA,DIL,2017-11-14,2017,Robledal de Dílar
40203,Serinus serinus,3,0,NA,GEN,2017-06-29,2017,Cortijo del Hornillo
40204,Cyanistes caeruleus,2,0,NA,GEN,2017-06-29,2017,Cortijo del Hornillo
40205,Alectoris rufa,3,0,NA,GEN,2017-06-29,2017,Cortijo del Hornillo
40206,Emberiza cia,4,0,NA,GEN,2017-06-29,2017,Cortijo del Hornillo
40207,Columba palumbus,4,0,NA,GEN,2017-06-29,2017,Cortijo del Hornillo
40208,Lophophanes cristatus,2,0,NA,GEN,2017-06-29,2017,Cortijo del Hornillo
40209,Phylloscopus bonelli,4,0,NA,GEN,2017-06-29,2017,Cortijo del Hornillo
40210,Certhia brachydactyla,4,0,NA,GEN,2017-06-29,2017,Cortijo del Hornillo
40211,Sylvia atricapilla,2,10,NA,GEN,2017-06-29,2017,Cortijo del Hornillo
40212,Lullula arborea,1,10,NA,GEN,2017-06-29,2017,Cortijo del Hornillo
40213,Fringilla coelebs,4,0,NA,GEN,2017-06-29,2017,Cortijo del Hornillo
40214,Turdus merula,1,0,NA,GEN,2017-06-29,2017,Cortijo del Hornillo
40215,Oriolus oriolus,4,10,NA,GEN,2017-06-29,2017,Cortijo del Hornillo
40216,Cyanistes caeruleus,1,1623,20,GEN,2017-09-28,2017,Cortijo del Hornillo
40217,Erithacus rubecula,1,1504,20,GEN,2017-09-28,2017,Cortijo del Hornillo
40218,Fringilla coelebs,1,345,5,GEN,2017-09-28,2017,Cortijo del Hornillo
40219,Fringilla coelebs,1,1858,20,GEN,2017-09-28,2017,Cortijo del Hornillo
40220,Fringilla coelebs,1,1462,5,GEN,2017-09-28,2017,Cortijo del Hornillo
40221,Garrulus glandarius,1,1078,40,GEN,2017-09-28,2017,Cortijo del Hornillo
40222,Aegithalos caudatus,4,1670,40,GEN,2017-09-28,2017,Cortijo del Hornillo
40223,Troglodytes troglodytes,1,1593,40,GEN,2017-09-28,2017,Cortijo del Hornillo
40224,Lullula arborea,1,371,40,GEN,2017-09-28,2017,Cortijo del Hornillo
40225,Emberiza cia,1,170,20,GEN,2017-09-28,2017,Cortijo del Hornillo
40226,Fringilla coelebs,2,85,5,GEN,2017-09-28,2017,Cortijo del Hornillo
40227,Saxicola torquata,1,2485,20,GEN,2017-09-28,2017,Cortijo del Hornillo
40228,Parus major,1,1670,20,GEN,2017-09-28,2017,Cortijo del Hornillo
40229,Cyanistes caeruleus,2,1659,5,GEN,2017-09-28,2017,Cortijo del Hornillo
40230,Fringilla coelebs,1,1390,5,GEN,2017-09-28,2017,Cortijo del Hornillo
40231,Certhia brachydactyla,1,1265,40,GEN,2017-09-28,2017,Cortijo del Hornillo
40232,Turdus viscivorus,1,292,5,GEN,2017-09-28,2017,Cortijo del Hornillo
40233,Garrulus glandarius,1,270,40,GEN,2017-09-28,2017,Cortijo del Hornillo
40234,Parus major,1,2157,20,GEN,2017-09-28,2017,Cortijo del Hornillo
40235,Columba palumbus,1,1969,40,GEN,2017-09-28,2017,Cortijo del Hornillo
40236,Garrulus glandarius,1,1390,5,GEN,2017-09-28,2017,Cortijo del Hornillo
40237,Parus major,2,1078,40,GEN,2017-09-28,2017,Cortijo del Hornillo
40238,Emberiza cia,2,1034,40,GEN,2017-09-28,2017,Cortijo del Hornillo
40239,Lullula arborea,1,897,40,GEN,2017-09-28,2017,Cortijo del Hornillo
40240,Emberiza cia,2,1147,40,GEN,2017-09-28,2017,Cortijo del Hornillo
40241,Parus major,1,1078,5,GEN,2017-09-28,2017,Cortijo del Hornillo
40242,Columba palumbus,1,241,20,GEN,2017-09-28,2017,Cortijo del Hornillo
40243,Garrulus glandarius,1,1434,5,GEN,2017-09-28,2017,Cortijo del Hornillo
40244,Sitta europaea,1,1078,40,GEN,2017-09-28,2017,Cortijo del Hornillo
40245,Emberiza cia,1,770,5,GEN,2017-09-28,2017,Cortijo del Hornillo
40246,Lullula arborea,2,2350,20,GEN,2017-09-28,2017,Cortijo del Hornillo
40247,Sitta europaea,1,2350,40,GEN,2017-09-28,2017,Cortijo del Hornillo
40248,Sitta europaea,1,2052,40,GEN,2017-09-28,2017,Cortijo del Hornillo
40249,Turdus merula,1,1997,40,GEN,2017-09-28,2017,Cortijo del Hornillo
40250,Erithacus rubecula,1,1696,40,GEN,2017-09-28,2017,Cortijo del Hornillo
40251,Erithacus rubecula,1,1571,5,GEN,2017-09-28,2017,Cortijo del Hornillo
40419,Cinclus cinclus,1,0,NA,DIL,2018-01-31,2018,Robledal de Dílar
40420,Picus viridis,12,0,NA,DIL,2018-01-31,2018,Robledal de Dílar
40421,Sitta europaea,1,0,NA,DIL,2018-01-31,2018,Robledal de Dílar
40422,Phylloscopus collybita,7,10,NA,DIL,2018-01-31,2018,Robledal de Dílar
40423,Turdus merula,2,0,NA,DIL,2018-01-31,2018,Robledal de Dílar
40424,Sitta europaea,3,10,NA,DIL,2018-01-31,2018,Robledal de Dílar
40425,Periparus ater,12,0,NA,DIL,2018-01-31,2018,Robledal de Dílar
40426,Picus viridis,7,10,NA,DIL,2018-01-31,2018,Robledal de Dílar
40427,Fringilla coelebs,3,10,NA,DIL,2018-01-31,2018,Robledal de Dílar
40428,Fringilla coelebs,8,0,NA,DIL,2018-01-31,2018,Robledal de Dílar
40429,Lophophanes cristatus,3,0,NA,DIL,2018-01-31,2018,Robledal de Dílar
40430,Garrulus glandarius,6,10,NA,DIL,2018-01-31,2018,Robledal de Dílar
40431,Phylloscopus collybita,3,0,NA,DIL,2018-01-31,2018,Robledal de Dílar
40432,Pica pica,3,0,NA,DIL,2018-01-31,2018,Robledal de Dílar
40433,Lophophanes cristatus,2,10,NA,DIL,2018-01-31,2018,Robledal de Dílar
40447,Turdus philomelos,22,10,NA,CAM,2018-02-16,2018,Dehesa del Camarate
40448,Coccothraustes coccothraustes,2,10,NA,CAM,2018-02-16,2018,Dehesa del Camarate
40449,Pica pica,4,10,NA,CAM,2018-02-16,2018,Dehesa del Camarate
40450,Cyanistes caeruleus,12,0,NA,CAM,2018-02-16,2018,Dehesa del Camarate
40451,Garrulus glandarius,2,10,NA,CAM,2018-02-16,2018,Dehesa del Camarate
40452,Garrulus glandarius,9,0,NA,CAM,2018-02-16,2018,Dehesa del Camarate
40453,Sitta europaea,13,10,NA,CAM,2018-02-16,2018,Dehesa del Camarate
40454,Coccothraustes coccothraustes,4,0,NA,CAM,2018-02-16,2018,Dehesa del Camarate
40455,Fringilla coelebs,8,0,NA,CAM,2018-02-16,2018,Dehesa del Camarate
40456,Aegithalos caudatus,18,0,NA,CAM,2018-02-16,2018,Dehesa del Camarate
40457,Turdus merula,5,10,NA,CAM,2018-02-16,2018,Dehesa del Camarate
40458,Regulus ignicapillus,6,0,NA,CAM,2018-02-16,2018,Dehesa del Camarate
40459,Columba palumbus,9,10,NA,CAM,2018-02-16,2018,Dehesa del Camarate
40460,Sitta europaea,2,30,NA,CAM,2018-02-16,2018,Dehesa del Camarate
40461,Saxicola rubetra,1,1,NA,CAM,2018-02-16,2018,Dehesa del Camarate
40462,Phoenicurus ochruros,2,10,NA,CAM,2018-02-16,2018,Dehesa del Camarate
40463,Phylloscopus collybita,23,10,NA,CAM,2018-02-16,2018,Dehesa del Camarate
40464,Carduelis carduelis,3,0,NA,CAM,2018-02-16,2018,Dehesa del Camarate
40465,Turdus philomelos,11,0,NA,CAM,2018-02-16,2018,Dehesa del Camarate
40466,Pica pica,4,0,NA,CAM,2018-02-16,2018,Dehesa del Camarate
40467,Saxicola rubetra,3,10,NA,CAM,2018-02-16,2018,Dehesa del Camarate
40468,Regulus ignicapillus,6,10,NA,CAM,2018-02-16,2018,Dehesa del Camarate
40469,Columba palumbus,12,0,NA,CAM,2018-02-16,2018,Dehesa del Camarate
40470,Cyanistes caeruleus,17,10,NA,CAM,2018-02-16,2018,Dehesa del Camarate
40471,Parus major,12,10,NA,CAM,2018-02-16,2018,Dehesa del Camarate
40472,Picus viridis,2,10,NA,CAM,2018-02-16,2018,Dehesa del Camarate
40473,Fringilla coelebs,28,10,NA,CAM,2018-02-16,2018,Dehesa del Camarate
40474,Phylloscopus collybita,14,0,NA,CAM,2018-02-16,2018,Dehesa del Camarate
40475,Aegithalos caudatus,21,10,NA,CAM,2018-02-16,2018,Dehesa del Camarate
40476,Phoenicurus ochruros,4,0,NA,CAM,2018-02-16,2018,Dehesa del Camarate
40477,Pyrrhula pyrrhula,2,10,NA,CAM,2018-02-16,2018,Dehesa del Camarate
40478,Sitta europaea,21,0,NA,CAM,2018-02-16,2018,Dehesa del Camarate
40479,Emberiza cia,4,10,NA,CAM,2018-02-16,2018,Dehesa del Camarate
40480,Emberiza cirlus,19,0,NA,CAM,2018-02-16,2018,Dehesa del Camarate
40481,Emberiza cia,2,0,NA,CAM,2018-02-16,2018,Dehesa del Camarate
40482,Emberiza cirlus,6,10,NA,CAM,2018-02-16,2018,Dehesa del Camarate
40483,Parus major,7,0,NA,CAM,2018-02-16,2018,Dehesa del Camarate
40484,Turdus merula,4,0,NA,CAM,2018-02-16,2018,Dehesa del Camarate
40485,Carduelis carduelis,5,10,NA,CAM,2018-02-16,2018,Dehesa del Camarate
40518,Parus major,3,2,0,CAM,2016-08-30,2016,Dehesa del Camarate
40519,Turdus merula,1,1,10,CAM,2016-08-30,2016,Dehesa del Camarate
40520,Fringilla coelebs,1,1,0,CAM,2016-08-30,2016,Dehesa del Camarate
40521,Carduelis carduelis,2,1,30,CAM,2016-08-30,2016,Dehesa del Camarate
40522,Fringilla coelebs,2,1,0,CAM,2016-08-30,2016,Dehesa del Camarate
40523,Aegithalos caudatus,4,1,10,CAM,2016-08-30,2016,Dehesa del Camarate
40524,Turdus merula,1,1,0,CAM,2016-08-30,2016,Dehesa del Camarate
40525,Emberiza cia,1,1,0,CAM,2016-08-30,2016,Dehesa del Camarate
40526,Cyanistes caeruleus,2,165,0,CAM,2016-08-30,2016,Dehesa del Camarate
40527,Dendrocopos major,1,100,0,CAM,2016-08-30,2016,Dehesa del Camarate
40528,Erithacus rubecula,1,1,0,CAM,2016-08-30,2016,Dehesa del Camarate
40529,Cyanistes caeruleus,1,805,0,CAM,2016-08-30,2016,Dehesa del Camarate
40530,Fringilla coelebs,2,2,10,CAM,2016-08-30,2016,Dehesa del Camarate
40531,Erithacus rubecula,1,1,0,CAM,2016-08-30,2016,Dehesa del Camarate
40532,Turdus merula,1,1,10,CAM,2016-08-30,2016,Dehesa del Camarate
40533,Carduelis carduelis,2,1,0,CAM,2016-08-30,2016,Dehesa del Camarate
40534,Fringilla coelebs,1,80,10,CAM,2016-08-30,2016,Dehesa del Camarate
40535,Carduelis carduelis,1,1,0,CAM,2016-08-30,2016,Dehesa del Camarate
40536,Aegithalos caudatus,8,895,0,CAM,2016-08-30,2016,Dehesa del Camarate
40537,Sitta europaea,3,300,0,CAM,2016-08-30,2016,Dehesa del Camarate
40538,Phylloscopus bonelli,1,1,30,CAM,2016-08-30,2016,Dehesa del Camarate
40539,Sitta europaea,1,1,10,CAM,2016-08-30,2016,Dehesa del Camarate
40540,Carduelis carduelis,2,1,0,CAM,2016-08-30,2016,Dehesa del Camarate
40541,Dendrocopos major,1,105,0,CAM,2016-08-30,2016,Dehesa del Camarate
40542,Erithacus rubecula,1,2,0,CAM,2016-08-30,2016,Dehesa del Camarate
40543,Carduelis carduelis,2,1,0,CAM,2016-08-30,2016,Dehesa del Camarate
40544,Cyanistes caeruleus,1,1,10,CAM,2016-08-30,2016,Dehesa del Camarate
40545,Erithacus rubecula,1,2,0,CAM,2016-08-30,2016,Dehesa del Camarate
40546,Cyanistes caeruleus,1,1,10,CAM,2016-08-30,2016,Dehesa del Camarate
40547,Sylvia,4,2,0,CAM,2016-08-30,2016,Dehesa del Camarate
40548,Erithacus rubecula,2,1,0,CAM,2016-08-30,2016,Dehesa del Camarate
40549,Erithacus rubecula,1,1,0,CAM,2016-08-30,2016,Dehesa del Camarate
40550,Emberiza cia,1,1,0,CAM,2016-08-30,2016,Dehesa del Camarate
40551,Sylvia atricapilla,1,1,0,CAM,2016-08-30,2016,Dehesa del Camarate
40552,Fringilla coelebs,2,2,10,CAM,2016-08-30,2016,Dehesa del Camarate
40553,Sylvia,2,2,10,CAM,2016-08-30,2016,Dehesa del Camarate
40554,Cyanistes caeruleus,2,2,0,CAM,2016-08-30,2016,Dehesa del Camarate
40555,Aegithalos caudatus,6,2,10,CAM,2016-08-30,2016,Dehesa del Camarate
40556,Fringilla coelebs,1,2,0,CAM,2016-08-30,2016,Dehesa del Camarate
40557,Fringilla coelebs,2,2,30,CAM,2016-08-30,2016,Dehesa del Camarate
40558,Turdus merula,1,1,0,CAM,2016-08-30,2016,Dehesa del Camarate
40559,Erithacus rubecula,2,1,10,CAM,2016-08-30,2016,Dehesa del Camarate
40560,Carduelis carduelis,3,1,10,CAM,2016-08-30,2016,Dehesa del Camarate
40561,Cyanistes caeruleus,1,616,10,CAM,2016-08-30,2016,Dehesa del Camarate
40562,Fringilla coelebs,1,300,10,CAM,2016-08-30,2016,Dehesa del Camarate
40563,Fringilla coelebs,1,170,10,CAM,2016-08-30,2016,Dehesa del Camarate
40564,Troglodytes troglodytes,1,2,0,CAM,2016-08-30,2016,Dehesa del Camarate
40565,Emberiza cia,1,1,30,CAM,2016-08-30,2016,Dehesa del Camarate
40566,Fringilla coelebs,1,1,30,CAM,2016-08-30,2016,Dehesa del Camarate
40567,Turdus merula,1,295,30,CAM,2016-08-30,2016,Dehesa del Camarate
40568,Dendrocopos major,1,105,0,CAM,2016-08-30,2016,Dehesa del Camarate
40682,Cyanistes caeruleus,1,185,0,CAN,2017-07-11,2017,Robledal de Cáñar
40683,Phylloscopus bonelli,1,131,0,CAN,2017-07-11,2017,Robledal de Cáñar
40684,Cyanistes caeruleus,2,1835,30,CAN,2017-07-11,2017,Robledal de Cáñar
40685,Cyanistes caeruleus,3,307,10,CAN,2017-07-11,2017,Robledal de Cáñar
40686,Cyanistes caeruleus,3,405,0,CAN,2017-07-11,2017,Robledal de Cáñar
40687,Emberiza cia,2,2325,10,CAN,2017-07-11,2017,Robledal de Cáñar
40688,Sitta europaea,1,1314,30,CAN,2017-07-11,2017,Robledal de Cáñar
40689,Phylloscopus bonelli,1,245,30,CAN,2017-07-11,2017,Robledal de Cáñar
40690,Cyanistes caeruleus,1,1725,30,CAN,2017-07-11,2017,Robledal de Cáñar
40691,Cyanistes caeruleus,1,1210,30,CAN,2017-07-11,2017,Robledal de Cáñar
40692,Cyanistes caeruleus,1,1300,30,CAN,2017-07-11,2017,Robledal de Cáñar
40693,Phylloscopus bonelli,1,320,10,CAN,2017-07-11,2017,Robledal de Cáñar
40694,Certhia brachydactyla,1,2250,0,CAN,2017-07-11,2017,Robledal de Cáñar
40695,Cyanistes caeruleus,1,690,10,CAN,2017-07-11,2017,Robledal de Cáñar
40696,Cyanistes caeruleus,1,360,0,CAN,2017-07-11,2017,Robledal de Cáñar
40697,Cyanistes caeruleus,1,745,0,CAN,2017-07-11,2017,Robledal de Cáñar
40698,Cyanistes caeruleus,2,340,10,CAN,2017-07-11,2017,Robledal de Cáñar
40699,Phylloscopus bonelli,2,178,0,CAN,2017-07-11,2017,Robledal de Cáñar
40700,Sitta europaea,1,2325,10,CAN,2017-07-11,2017,Robledal de Cáñar
40701,Sitta europaea,1,1589,0,CAN,2017-07-11,2017,Robledal de Cáñar
40702,Cyanistes caeruleus,2,250,10,CAN,2017-07-11,2017,Robledal de Cáñar
40703,Certhia brachydactyla,1,1610,10,CAN,2017-07-11,2017,Robledal de Cáñar
40704,Sitta europaea,1,1314,30,CAN,2017-07-11,2017,Robledal de Cáñar
40705,Phylloscopus bonelli,1,910,30,CAN,2017-07-11,2017,Robledal de Cáñar
40706,Cyanistes caeruleus,4,820,0,CAN,2017-07-11,2017,Robledal de Cáñar
40707,Cyanistes caeruleus,2,625,0,CAN,2017-07-11,2017,Robledal de Cáñar
40708,Sitta europaea,1,512,10,CAN,2017-07-11,2017,Robledal de Cáñar
40732,Cyanistes caeruleus,2,2470,10,CAN,2017-09-19,2017,Robledal de Cáñar
40733,Cyanistes caeruleus,1,600,0,CAN,2017-09-19,2017,Robledal de Cáñar
40734,Aegithalos caudatus,3,1540,0,CAN,2017-09-19,2017,Robledal de Cáñar
40735,Cyanistes caeruleus,2,770,30,CAN,2017-09-19,2017,Robledal de Cáñar
40736,Cyanistes caeruleus,1,460,0,CAN,2017-09-19,2017,Robledal de Cáñar
40737,Cyanistes caeruleus,3,2210,0,CAN,2017-09-19,2017,Robledal de Cáñar
40738,Parus major,1,2115,0,CAN,2017-09-19,2017,Robledal de Cáñar
40739,Cyanistes caeruleus,1,1780,0,CAN,2017-09-19,2017,Robledal de Cáñar
40740,Cyanistes caeruleus,2,1180,10,CAN,2017-09-19,2017,Robledal de Cáñar
40741,Cyanistes caeruleus,2,140,30,CAN,2017-09-19,2017,Robledal de Cáñar
40742,Cyanistes caeruleus,1,990,0,CAN,2017-09-19,2017,Robledal de Cáñar
40743,Cyanistes caeruleus,2,380,30,CAN,2017-09-19,2017,Robledal de Cáñar
40744,Phylloscopus,1,522,0,CAN,2017-09-19,2017,Robledal de Cáñar
40745,Sitta europaea,1,2470,0,CAN,2017-09-19,2017,Robledal de Cáñar
40746,Sitta europaea,1,2100,0,CAN,2017-09-19,2017,Robledal de Cáñar
40747,Cyanistes caeruleus,2,2100,10,CAN,2017-09-19,2017,Robledal de Cáñar
40748,Fringilla coelebs,1,2100,0,CAN,2017-09-19,2017,Robledal de Cáñar
40749,Cyanistes caeruleus,2,600,10,CAN,2017-09-19,2017,Robledal de Cáñar
40750,Fringilla coelebs,2,2470,0,CAN,2017-09-19,2017,Robledal de Cáñar
40751,Sitta europaea,1,1880,30,CAN,2017-09-19,2017,Robledal de Cáñar
40752,Cyanistes caeruleus,2,1660,30,CAN,2017-09-19,2017,Robledal de Cáñar
40753,Cyanistes caeruleus,2,522,30,CAN,2017-09-19,2017,Robledal de Cáñar
40803,Fringilla coelebs,2,870,10,CAN,2017-05-25,2017,Robledal de Cáñar
40804,Fringilla coelebs,2,790,0,CAN,2017-05-25,2017,Robledal de Cáñar
40805,Parus major,2,615,0,CAN,2017-05-25,2017,Robledal de Cáñar
40806,Cyanistes caeruleus,3,319,10,CAN,2017-05-25,2017,Robledal de Cáñar
40807,Cyanistes caeruleus,3,950,0,CAN,2017-05-25,2017,Robledal de Cáñar
40808,Fringilla coelebs,3,870,0,CAN,2017-05-25,2017,Robledal de Cáñar
40809,Emberiza cia,1,520,0,CAN,2017-05-25,2017,Robledal de Cáñar
40810,Cyanistes caeruleus,1,420,0,CAN,2017-05-25,2017,Robledal de Cáñar
40811,Parus major,1,319,10,CAN,2017-05-25,2017,Robledal de Cáñar
40812,Cyanistes caeruleus,1,605,0,CAN,2017-05-25,2017,Robledal de Cáñar
40813,Sitta europaea,1,350,10,CAN,2017-05-25,2017,Robledal de Cáñar
40814,Cyanistes caeruleus,2,285,10,CAN,2017-05-25,2017,Robledal de Cáñar
40815,Cyanistes caeruleus,1,285,0,CAN,2017-05-25,2017,Robledal de Cáñar
40816,Fringilla coelebs,1,127,0,CAN,2017-05-25,2017,Robledal de Cáñar
40817,Cyanistes caeruleus,2,790,10,CAN,2017-05-25,2017,Robledal de Cáñar
40818,Parus major,3,605,0,CAN,2017-05-25,2017,Robledal de Cáñar
40819,Phylloscopus bonelli,3,390,0,CAN,2017-05-25,2017,Robledal de Cáñar
40820,Phylloscopus bonelli,1,120,0,CAN,2017-05-25,2017,Robledal de Cáñar
40821,Phylloscopus bonelli,1,0,0,CAN,2017-05-25,2017,Robledal de Cáñar
40822,Cyanistes caeruleus,2,630,0,CAN,2017-05-25,2017,Robledal de Cáñar
40823,Cyanistes caeruleus,1,615,0,CAN,2017-05-25,2017,Robledal de Cáñar
40824,Fringilla coelebs,2,605,0,CAN,2017-05-25,2017,Robledal de Cáñar
40825,Cyanistes caeruleus,3,430,0,CAN,2017-05-25,2017,Robledal de Cáñar
40826,Cyanistes caeruleus,4,186,10,CAN,2017-05-25,2017,Robledal de Cáñar
40827,Fringilla coelebs,1,430,0,CAN,2017-05-25,2017,Robledal de Cáñar
40828,Cyanistes caeruleus,2,132,10,CAN,2017-05-25,2017,Robledal de Cáñar
40829,Cyanistes caeruleus,1,132,0,CAN,2017-05-25,2017,Robledal de Cáñar
40830,Phylloscopus bonelli,1,420,0,CAN,2017-05-25,2017,Robledal de Cáñar
40831,Lullula arborea,1,950,10,CAN,2017-05-25,2017,Robledal de Cáñar
40832,Cyanistes caeruleus,3,780,0,CAN,2017-05-25,2017,Robledal de Cáñar
40833,Fringilla coelebs,2,570,10,CAN,2017-05-25,2017,Robledal de Cáñar
40834,Cyanistes caeruleus,4,520,0,CAN,2017-05-25,2017,Robledal de Cáñar
40835,Cyanistes caeruleus,4,420,0,CAN,2017-05-25,2017,Robledal de Cáñar
40836,Phylloscopus bonelli,2,319,10,CAN,2017-05-25,2017,Robledal de Cáñar
40837,Cyanistes caeruleus,3,1910,0,CAN,2017-05-25,2017,Robledal de Cáñar
40838,Cyanistes caeruleus,1,1590,0,CAN,2017-05-25,2017,Robledal de Cáñar
