id,specie,numero,distancia,desplazamiento,loc,date,year,nombre
9364,Sitta europaea,1,1890,45,CAN,2009-11-09,2009,Robledal de Cáñar
9365,Sitta europaea,1,1990,5,CAN,2009-11-09,2009,Robledal de Cáñar
9366,Sitta europaea,1,1990,15,CAN,2009-11-09,2009,Robledal de Cáñar
9367,Erithacus rubecula,1,1990,15,CAN,2009-11-09,2009,Robledal de Cáñar
9368,Lullula arborea,2,1990,15,CAN,2009-11-09,2009,Robledal de Cáñar
9369,Certhia brachydactyla,1,2040,15,CAN,2009-11-09,2009,Robledal de Cáñar
9370,Garrulus glandarius,1,2100,35,CAN,2009-11-09,2009,Robledal de Cáñar
9371,Turdus iliacus,1,2190,45,CAN,2009-11-09,2009,Robledal de Cáñar
9372,Cyanistes caeruleus,2,2190,25,CAN,2009-11-09,2009,Robledal de Cáñar
9373,Parus major,1,2190,15,CAN,2009-11-09,2009,Robledal de Cáñar
9374,Fringilla coelebs,2,2220,5,CAN,2009-11-09,2009,Robledal de Cáñar
9375,Erithacus rubecula,2,2250,5,CAN,2009-11-09,2009,Robledal de Cáñar
9376,Emberiza cia,1,2250,15,CAN,2009-11-09,2009,Robledal de Cáñar
9377,Phoenicurus ochruros,1,2260,5,CAN,2009-11-09,2009,Robledal de Cáñar
9407,Certhia brachydactyla,1,390,35,DIL,2009-11-16,2009,Robledal de Dílar
9408,Emberiza cia,1,390,35,DIL,2009-11-16,2009,Robledal de Dílar
9409,Phoenicurus ochruros,2,415,15,DIL,2009-11-16,2009,Robledal de Dílar
9410,Fringilla coelebs,1,540,35,DIL,2009-11-16,2009,Robledal de Dílar
9411,Garrulus glandarius,1,540,35,DIL,2009-11-16,2009,Robledal de Dílar
9412,Erithacus rubecula,1,540,15,DIL,2009-11-16,2009,Robledal de Dílar
9413,Periparus ater,1,540,35,DIL,2009-11-16,2009,Robledal de Dílar
9414,Parus major,1,865,25,DIL,2009-11-16,2009,Robledal de Dílar
9415,Turdus torquatus,2,865,25,DIL,2009-11-16,2009,Robledal de Dílar
9416,Phylloscopus bonelli,1,1110,5,DIL,2009-11-16,2009,Robledal de Dílar
9417,Fringilla coelebs,2,1110,45,DIL,2009-11-16,2009,Robledal de Dílar
9418,Certhia brachydactyla,1,1140,45,DIL,2009-11-16,2009,Robledal de Dílar
9419,Garrulus glandarius,1,1140,45,DIL,2009-11-16,2009,Robledal de Dílar
9420,Parus major,1,1170,25,DIL,2009-11-16,2009,Robledal de Dílar
9421,Erithacus rubecula,1,1170,35,DIL,2009-11-16,2009,Robledal de Dílar
9422,Parus major,2,1190,25,DIL,2009-11-16,2009,Robledal de Dílar
9423,Fringilla coelebs,1,1230,5,DIL,2009-11-16,2009,Robledal de Dílar
9424,Garrulus glandarius,1,1470,5,DIL,2009-11-16,2009,Robledal de Dílar
9425,Turdus merula,1,1740,15,DIL,2009-11-16,2009,Robledal de Dílar
9426,Phylloscopus bonelli,1,1740,15,DIL,2009-11-16,2009,Robledal de Dílar
9528,Cyanistes caeruleus,2,105,5,CAN,2010-01-17,2010,Robledal de Cáñar
9529,Cyanistes caeruleus,3,175,5,CAN,2010-01-17,2010,Robledal de Cáñar
9530,Fringilla coelebs,7,180,15,CAN,2010-01-17,2010,Robledal de Cáñar
9531,Cyanistes caeruleus,2,490,15,CAN,2010-01-17,2010,Robledal de Cáñar
9532,Sitta europaea,1,608,25,CAN,2010-01-17,2010,Robledal de Cáñar
9533,Parus major,1,615,15,CAN,2010-01-17,2010,Robledal de Cáñar
9534,Turdus viscivorus,2,920,25,CAN,2010-01-17,2010,Robledal de Cáñar
9535,Alectoris rufa,2,1280,5,CAN,2010-01-17,2010,Robledal de Cáñar
9536,Cyanistes caeruleus,2,1640,5,CAN,2010-01-17,2010,Robledal de Cáñar
9548,Lullula arborea,1,50,15,CAN,2010-02-10,2010,Robledal de Cáñar
9549,Alectoris rufa,1,200,35,CAN,2010-02-10,2010,Robledal de Cáñar
9550,Cyanistes caeruleus,1,225,35,CAN,2010-02-10,2010,Robledal de Cáñar
9551,Cyanistes caeruleus,1,345,35,CAN,2010-02-10,2010,Robledal de Cáñar
9552,Lullula arborea,1,420,15,CAN,2010-02-10,2010,Robledal de Cáñar
9553,Emberiza cia,1,420,15,CAN,2010-02-10,2010,Robledal de Cáñar
9554,Lullula arborea,2,1040,15,CAN,2010-02-10,2010,Robledal de Cáñar
9555,Cyanistes caeruleus,1,1160,45,CAN,2010-02-10,2010,Robledal de Cáñar
9556,Sitta europaea,1,1230,45,CAN,2010-02-10,2010,Robledal de Cáñar
9557,Loxia curvirostra,1,1700,35,CAN,2010-02-10,2010,Robledal de Cáñar
9558,Fringilla coelebs,1,1740,35,CAN,2010-02-10,2010,Robledal de Cáñar
9559,Cyanistes caeruleus,1,1740,45,CAN,2010-02-10,2010,Robledal de Cáñar
9560,Sitta europaea,1,1740,35,CAN,2010-02-10,2010,Robledal de Cáñar
9561,Emberiza cia,1,2150,5,CAN,2010-02-10,2010,Robledal de Cáñar
9562,Sitta europaea,1,2180,35,CAN,2010-02-10,2010,Robledal de Cáñar
9617,Cyanistes caeruleus,2,0,5,GEN,2010-03-11,2010,Cortijo del Hornillo
9618,Fringilla coelebs,1,30,5,GEN,2010-03-11,2010,Cortijo del Hornillo
9619,Parus major,1,75,5,GEN,2010-03-11,2010,Cortijo del Hornillo
9620,Fringilla coelebs,1,155,45,GEN,2010-03-11,2010,Cortijo del Hornillo
9621,Certhia brachydactyla,1,160,45,GEN,2010-03-11,2010,Cortijo del Hornillo
9622,Parus major,2,190,45,GEN,2010-03-11,2010,Cortijo del Hornillo
9623,Certhia brachydactyla,1,230,45,GEN,2010-03-11,2010,Cortijo del Hornillo
9624,Regulus ignicapillus,1,230,5,GEN,2010-03-11,2010,Cortijo del Hornillo
9625,Loxia curvirostra,1,295,25,GEN,2010-03-11,2010,Cortijo del Hornillo
9626,Fringilla coelebs,1,340,5,GEN,2010-03-11,2010,Cortijo del Hornillo
9627,Turdus merula,1,475,25,GEN,2010-03-11,2010,Cortijo del Hornillo
9628,Lullula arborea,1,480,45,GEN,2010-03-11,2010,Cortijo del Hornillo
9629,Cyanistes caeruleus,1,540,45,GEN,2010-03-11,2010,Cortijo del Hornillo
9630,Turdus viscivorus,1,610,35,GEN,2010-03-11,2010,Cortijo del Hornillo
9631,Troglodytes troglodytes,1,736,45,GEN,2010-03-11,2010,Cortijo del Hornillo
9632,Emberiza cia,1,1010,5,GEN,2010-03-11,2010,Cortijo del Hornillo
9633,Turdus viscivorus,1,1010,45,GEN,2010-03-11,2010,Cortijo del Hornillo
9634,Alectoris rufa,1,1060,15,GEN,2010-03-11,2010,Cortijo del Hornillo
9635,Emberiza cia,2,1290,5,GEN,2010-03-11,2010,Cortijo del Hornillo
9636,Serinus serinus,1,1290,5,GEN,2010-03-11,2010,Cortijo del Hornillo
9637,Troglodytes troglodytes,1,1290,5,GEN,2010-03-11,2010,Cortijo del Hornillo
9638,Alectoris rufa,1,1320,45,GEN,2010-03-11,2010,Cortijo del Hornillo
9639,Troglodytes troglodytes,1,1650,45,GEN,2010-03-11,2010,Cortijo del Hornillo
9640,Garrulus glandarius,1,1690,35,GEN,2010-03-11,2010,Cortijo del Hornillo
9641,Turdus merula,1,1690,45,GEN,2010-03-11,2010,Cortijo del Hornillo
9642,Parus major,1,1720,5,GEN,2010-03-11,2010,Cortijo del Hornillo
9643,Aegithalos caudatus,4,1720,15,GEN,2010-03-11,2010,Cortijo del Hornillo
9644,Certhia brachydactyla,1,1720,5,GEN,2010-03-11,2010,Cortijo del Hornillo
9645,Cyanistes caeruleus,1,1720,15,GEN,2010-03-11,2010,Cortijo del Hornillo
9646,Parus major,1,1890,5,GEN,2010-03-11,2010,Cortijo del Hornillo
9647,Cyanistes caeruleus,2,1890,25,GEN,2010-03-11,2010,Cortijo del Hornillo
9648,Turdus merula,1,1970,45,GEN,2010-03-11,2010,Cortijo del Hornillo
9649,Turdus torquatus,1,2150,35,GEN,2010-03-11,2010,Cortijo del Hornillo
9650,Emberiza cia,2,2150,35,GEN,2010-03-11,2010,Cortijo del Hornillo
9651,Emberiza cia,2,2170,5,GEN,2010-03-11,2010,Cortijo del Hornillo
9652,Turdus viscivorus,2,2460,25,GEN,2010-03-11,2010,Cortijo del Hornillo
9705,Fringilla coelebs,1,56,35,DIL,2010-03-10,2010,Robledal de Dílar
9706,Aegithalos caudatus,1,137,15,DIL,2010-03-10,2010,Robledal de Dílar
9707,Turdus viscivorus,3,400,45,DIL,2010-03-10,2010,Robledal de Dílar
9708,Parus major,1,400,45,DIL,2010-03-10,2010,Robledal de Dílar
9709,Turdus torquatus,1,431,35,DIL,2010-03-10,2010,Robledal de Dílar
9710,Phoenicurus ochruros,1,431,35,DIL,2010-03-10,2010,Robledal de Dílar
9711,Parus major,1,451,15,DIL,2010-03-10,2010,Robledal de Dílar
9712,Emberiza cia,5,453,5,DIL,2010-03-10,2010,Robledal de Dílar
9713,Garrulus glandarius,1,577,25,DIL,2010-03-10,2010,Robledal de Dílar
9714,Turdus merula,1,850,25,DIL,2010-03-10,2010,Robledal de Dílar
9715,Turdus merula,1,960,5,DIL,2010-03-10,2010,Robledal de Dílar
9716,Parus major,2,1010,45,DIL,2010-03-10,2010,Robledal de Dílar
9717,Cyanistes caeruleus,1,1030,35,DIL,2010-03-10,2010,Robledal de Dílar
9718,Aegithalos caudatus,1,1030,35,DIL,2010-03-10,2010,Robledal de Dílar
9719,Certhia brachydactyla,1,1060,25,DIL,2010-03-10,2010,Robledal de Dílar
9720,Certhia brachydactyla,1,1220,15,DIL,2010-03-10,2010,Robledal de Dílar
9721,Certhia brachydactyla,1,1220,35,DIL,2010-03-10,2010,Robledal de Dílar
9722,Parus major,2,1230,5,DIL,2010-03-10,2010,Robledal de Dílar
9723,Turdus merula,1,1240,25,DIL,2010-03-10,2010,Robledal de Dílar
9724,Parus major,1,2120,25,DIL,2010-03-10,2010,Robledal de Dílar
9725,Alectoris rufa,1,2120,15,DIL,2010-03-10,2010,Robledal de Dílar
9732,Cyanistes caeruleus,3,74,5,CAN,2010-03-16,2010,Robledal de Cáñar
9733,Parus major,1,250,45,CAN,2010-03-16,2010,Robledal de Cáñar
9734,Cyanistes caeruleus,1,250,15,CAN,2010-03-16,2010,Robledal de Cáñar
9735,Cyanistes caeruleus,2,375,25,CAN,2010-03-16,2010,Robledal de Cáñar
9736,Cyanistes caeruleus,2,650,5,CAN,2010-03-16,2010,Robledal de Cáñar
9737,Cyanistes caeruleus,2,650,15,CAN,2010-03-16,2010,Robledal de Cáñar
9738,Fringilla montifringilla,1,655,25,CAN,2010-03-16,2010,Robledal de Cáñar
9739,Cyanistes caeruleus,3,730,25,CAN,2010-03-16,2010,Robledal de Cáñar
9740,Cyanistes caeruleus,2,915,5,CAN,2010-03-16,2010,Robledal de Cáñar
9741,Certhia brachydactyla,1,915,5,CAN,2010-03-16,2010,Robledal de Cáñar
9742,Cyanistes caeruleus,3,1010,15,CAN,2010-03-16,2010,Robledal de Cáñar
9743,Fringilla coelebs,1,1014,5,CAN,2010-03-16,2010,Robledal de Cáñar
9744,Garrulus glandarius,1,1020,35,CAN,2010-03-16,2010,Robledal de Cáñar
9745,Cyanistes caeruleus,2,1020,15,CAN,2010-03-16,2010,Robledal de Cáñar
9746,Cyanistes caeruleus,1,1220,5,CAN,2010-03-16,2010,Robledal de Cáñar
9747,Cyanistes caeruleus,2,1220,15,CAN,2010-03-16,2010,Robledal de Cáñar
9748,Parus major,1,1240,45,CAN,2010-03-16,2010,Robledal de Cáñar
9749,Picus viridis,1,1300,45,CAN,2010-03-16,2010,Robledal de Cáñar
9750,Cyanistes caeruleus,4,1370,5,CAN,2010-03-16,2010,Robledal de Cáñar
9751,Cyanistes caeruleus,1,1370,15,CAN,2010-03-16,2010,Robledal de Cáñar
9752,Sitta europaea,2,1380,5,CAN,2010-03-16,2010,Robledal de Cáñar
9753,Parus major,1,1390,45,CAN,2010-03-16,2010,Robledal de Cáñar
9754,Cyanistes caeruleus,2,1470,5,CAN,2010-03-16,2010,Robledal de Cáñar
9755,Cyanistes caeruleus,2,1470,25,CAN,2010-03-16,2010,Robledal de Cáñar
9756,Cyanistes caeruleus,3,1610,5,CAN,2010-03-16,2010,Robledal de Cáñar
9757,Cyanistes caeruleus,1,1610,15,CAN,2010-03-16,2010,Robledal de Cáñar
9758,Cyanistes caeruleus,2,1610,25,CAN,2010-03-16,2010,Robledal de Cáñar
9759,Parus major,1,1615,25,CAN,2010-03-16,2010,Robledal de Cáñar
9760,Cyanistes caeruleus,2,1670,5,CAN,2010-03-16,2010,Robledal de Cáñar
9761,Cyanistes caeruleus,1,1670,15,CAN,2010-03-16,2010,Robledal de Cáñar
9762,Parus major,1,1680,5,CAN,2010-03-16,2010,Robledal de Cáñar
9763,Sitta europaea,1,1830,35,CAN,2010-03-16,2010,Robledal de Cáñar
9764,Cyanistes caeruleus,2,1850,15,CAN,2010-03-16,2010,Robledal de Cáñar
9765,Parus major,1,2230,15,CAN,2010-03-16,2010,Robledal de Cáñar
9766,Emberiza cia,2,2270,5,CAN,2010-03-16,2010,Robledal de Cáñar
9767,Cyanistes caeruleus,2,2250,25,CAN,2010-03-16,2010,Robledal de Cáñar
9924,Periparus ater,1,90,5,DIL,2010-04-20,2010,Robledal de Dílar
9925,Cyanistes caeruleus,2,100,25,DIL,2010-04-20,2010,Robledal de Dílar
9926,Emberiza cia,1,185,25,DIL,2010-04-20,2010,Robledal de Dílar
9927,Troglodytes troglodytes,1,185,45,DIL,2010-04-20,2010,Robledal de Dílar
9928,Erithacus rubecula,1,340,15,DIL,2010-04-20,2010,Robledal de Dílar
9929,Cyanistes caeruleus,2,410,15,DIL,2010-04-20,2010,Robledal de Dílar
9930,Phylloscopus bonelli,1,565,45,DIL,2010-04-20,2010,Robledal de Dílar
9931,Periparus ater,1,565,45,DIL,2010-04-20,2010,Robledal de Dílar
9932,Phylloscopus bonelli,1,735,5,DIL,2010-04-20,2010,Robledal de Dílar
9933,Parus major,1,740,35,DIL,2010-04-20,2010,Robledal de Dílar
9934,Cyanistes caeruleus,1,790,45,DIL,2010-04-20,2010,Robledal de Dílar
9935,Phylloscopus collybita,1,790,45,DIL,2010-04-20,2010,Robledal de Dílar
9936,Parus major,1,830,45,DIL,2010-04-20,2010,Robledal de Dílar
9937,Troglodytes troglodytes,1,830,35,DIL,2010-04-20,2010,Robledal de Dílar
9938,Phylloscopus bonelli,1,880,45,DIL,2010-04-20,2010,Robledal de Dílar
9939,Erithacus rubecula,1,970,35,DIL,2010-04-20,2010,Robledal de Dílar
9940,Certhia brachydactyla,1,1000,45,DIL,2010-04-20,2010,Robledal de Dílar
9941,Phylloscopus bonelli,1,1070,45,DIL,2010-04-20,2010,Robledal de Dílar
9942,Parus major,1,1070,45,DIL,2010-04-20,2010,Robledal de Dílar
9943,Erithacus rubecula,1,1120,45,DIL,2010-04-20,2010,Robledal de Dílar
9944,Erithacus rubecula,1,1160,35,DIL,2010-04-20,2010,Robledal de Dílar
9945,Aegithalos caudatus,1,1170,45,DIL,2010-04-20,2010,Robledal de Dílar
9946,Troglodytes troglodytes,1,1170,15,DIL,2010-04-20,2010,Robledal de Dílar
9947,Certhia brachydactyla,1,1180,45,DIL,2010-04-20,2010,Robledal de Dílar
9948,Phylloscopus bonelli,2,1190,25,DIL,2010-04-20,2010,Robledal de Dílar
9949,Erithacus rubecula,1,1190,15,DIL,2010-04-20,2010,Robledal de Dílar
9950,Emberiza cia,1,1200,25,DIL,2010-04-20,2010,Robledal de Dílar
9951,Cyanistes caeruleus,1,1220,5,DIL,2010-04-20,2010,Robledal de Dílar
9952,Alectoris rufa,2,1320,5,DIL,2010-04-20,2010,Robledal de Dílar
9953,Erithacus rubecula,1,1320,35,DIL,2010-04-20,2010,Robledal de Dílar
9954,Erithacus rubecula,1,1350,25,DIL,2010-04-20,2010,Robledal de Dílar
9955,Phylloscopus bonelli,1,1350,45,DIL,2010-04-20,2010,Robledal de Dílar
9956,Phylloscopus bonelli,1,1410,5,DIL,2010-04-20,2010,Robledal de Dílar
9957,Parus major,1,1410,35,DIL,2010-04-20,2010,Robledal de Dílar
9958,Emberiza cia,1,1490,35,DIL,2010-04-20,2010,Robledal de Dílar
9959,Garrulus glandarius,1,1490,35,DIL,2010-04-20,2010,Robledal de Dílar
9960,Alectoris rufa,2,1750,5,DIL,2010-04-20,2010,Robledal de Dílar
9961,Aegithalos caudatus,2,1770,5,DIL,2010-04-20,2010,Robledal de Dílar
9962,Emberiza cia,1,1770,25,DIL,2010-04-20,2010,Robledal de Dílar
9963,Fringilla coelebs,1,1960,45,DIL,2010-04-20,2010,Robledal de Dílar
9964,Phylloscopus bonelli,1,1960,35,DIL,2010-04-20,2010,Robledal de Dílar
9965,Alectoris rufa,2,2070,35,DIL,2010-04-20,2010,Robledal de Dílar
9966,Erithacus rubecula,1,2130,35,DIL,2010-04-20,2010,Robledal de Dílar
9967,Fringilla coelebs,1,0,5,CAN,2010-04-19,2010,Robledal de Cáñar
9968,Fringilla coelebs,1,115,15,CAN,2010-04-19,2010,Robledal de Cáñar
9969,Cyanistes caeruleus,1,181,15,CAN,2010-04-19,2010,Robledal de Cáñar
9970,Alectoris rufa,1,181,25,CAN,2010-04-19,2010,Robledal de Cáñar
9971,Fringilla coelebs,2,306,15,CAN,2010-04-19,2010,Robledal de Cáñar
9972,Garrulus glandarius,1,367,5,CAN,2010-04-19,2010,Robledal de Cáñar
9973,Cyanistes caeruleus,1,436,25,CAN,2010-04-19,2010,Robledal de Cáñar
9974,Cyanistes caeruleus,2,590,5,CAN,2010-04-19,2010,Robledal de Cáñar
9975,Cyanistes caeruleus,1,590,25,CAN,2010-04-19,2010,Robledal de Cáñar
9976,Emberiza cia,1,618,5,CAN,2010-04-19,2010,Robledal de Cáñar
9977,Cyanistes caeruleus,2,633,5,CAN,2010-04-19,2010,Robledal de Cáñar
9978,Cyanistes caeruleus,2,633,25,CAN,2010-04-19,2010,Robledal de Cáñar
9979,Turdus viscivorus,1,635,5,CAN,2010-04-19,2010,Robledal de Cáñar
9980,Cyanistes caeruleus,2,635,5,CAN,2010-04-19,2010,Robledal de Cáñar
9981,Cyanistes caeruleus,2,635,15,CAN,2010-04-19,2010,Robledal de Cáñar
9982,Fringilla coelebs,1,734,5,CAN,2010-04-19,2010,Robledal de Cáñar
9983,Cyanistes caeruleus,2,765,5,CAN,2010-04-19,2010,Robledal de Cáñar
9984,Parus major,1,832,45,CAN,2010-04-19,2010,Robledal de Cáñar
9985,Alectoris rufa,2,1120,35,CAN,2010-04-19,2010,Robledal de Cáñar
9986,Periparus ater,1,1120,15,CAN,2010-04-19,2010,Robledal de Cáñar
9987,Cyanistes caeruleus,2,1120,5,CAN,2010-04-19,2010,Robledal de Cáñar
9988,Cyanistes caeruleus,1,1180,5,CAN,2010-04-19,2010,Robledal de Cáñar
9989,Cyanistes caeruleus,2,1180,35,CAN,2010-04-19,2010,Robledal de Cáñar
9990,Fringilla coelebs,1,1180,35,CAN,2010-04-19,2010,Robledal de Cáñar
9991,Cyanistes caeruleus,1,1240,5,CAN,2010-04-19,2010,Robledal de Cáñar
9992,Cyanistes caeruleus,3,1240,25,CAN,2010-04-19,2010,Robledal de Cáñar
9993,Cyanistes caeruleus,3,1310,15,CAN,2010-04-19,2010,Robledal de Cáñar
9994,Cyanistes caeruleus,1,1340,35,CAN,2010-04-19,2010,Robledal de Cáñar
9995,Sitta europaea,1,1340,45,CAN,2010-04-19,2010,Robledal de Cáñar
9996,Sitta europaea,2,1340,5,CAN,2010-04-19,2010,Robledal de Cáñar
9997,Lullula arborea,1,1340,5,CAN,2010-04-19,2010,Robledal de Cáñar
9998,Turdus merula,1,1360,45,CAN,2010-04-19,2010,Robledal de Cáñar
9999,Cyanistes caeruleus,2,1490,25,CAN,2010-04-19,2010,Robledal de Cáñar
10000,Picus viridis,1,1490,45,CAN,2010-04-19,2010,Robledal de Cáñar
10001,Cyanistes caeruleus,2,1550,5,CAN,2010-04-19,2010,Robledal de Cáñar
10002,Cyanistes caeruleus,2,1550,15,CAN,2010-04-19,2010,Robledal de Cáñar
10003,Garrulus glandarius,1,1630,5,CAN,2010-04-19,2010,Robledal de Cáñar
10004,Parus major,1,1690,45,CAN,2010-04-19,2010,Robledal de Cáñar
10005,Cyanistes caeruleus,2,1690,15,CAN,2010-04-19,2010,Robledal de Cáñar
10006,Cyanistes caeruleus,2,1840,5,CAN,2010-04-19,2010,Robledal de Cáñar
10007,Cyanistes caeruleus,2,1840,15,CAN,2010-04-19,2010,Robledal de Cáñar
10008,Cyanistes caeruleus,1,1870,5,CAN,2010-04-19,2010,Robledal de Cáñar
10009,Sitta europaea,1,1870,25,CAN,2010-04-19,2010,Robledal de Cáñar
10010,Fringilla coelebs,1,1990,45,CAN,2010-04-19,2010,Robledal de Cáñar
10011,Columba palumbus,1,2010,5,CAN,2010-04-19,2010,Robledal de Cáñar
10012,Cyanistes caeruleus,2,2010,25,CAN,2010-04-19,2010,Robledal de Cáñar
10013,Cyanistes caeruleus,2,2040,5,CAN,2010-04-19,2010,Robledal de Cáñar
10014,Cyanistes caeruleus,2,2150,15,CAN,2010-04-19,2010,Robledal de Cáñar
10015,Cyanistes caeruleus,1,2150,5,CAN,2010-04-19,2010,Robledal de Cáñar
10016,Cyanistes caeruleus,4,2210,15,CAN,2010-04-19,2010,Robledal de Cáñar
10017,Certhia brachydactyla,2,2260,5,CAN,2010-04-19,2010,Robledal de Cáñar
10018,Cuculus canorus,1,0,45,GEN,2010-04-18,2010,Cortijo del Hornillo
10019,Parus major,2,0,45,GEN,2010-04-18,2010,Cortijo del Hornillo
10020,Parus major,1,56,5,GEN,2010-04-18,2010,Cortijo del Hornillo
10021,Phoenicurus ochruros,1,56,15,GEN,2010-04-18,2010,Cortijo del Hornillo
10022,Sylvia cantillans,1,56,15,GEN,2010-04-18,2010,Cortijo del Hornillo
10023,Lullula arborea,1,121,45,GEN,2010-04-18,2010,Cortijo del Hornillo
10024,Phoenicurus ochruros,1,184,45,GEN,2010-04-18,2010,Cortijo del Hornillo
10025,Aegithalos caudatus,2,256,5,GEN,2010-04-18,2010,Cortijo del Hornillo
10026,Cyanistes caeruleus,1,350,15,GEN,2010-04-18,2010,Cortijo del Hornillo
10027,Periparus ater,1,350,15,GEN,2010-04-18,2010,Cortijo del Hornillo
10028,Erithacus rubecula,1,350,15,GEN,2010-04-18,2010,Cortijo del Hornillo
10029,Emberiza cia,1,380,5,GEN,2010-04-18,2010,Cortijo del Hornillo
10030,Phoenicurus ochruros,1,427,45,GEN,2010-04-18,2010,Cortijo del Hornillo
10031,Emberiza cia,1,513,5,GEN,2010-04-18,2010,Cortijo del Hornillo
10032,Periparus ater,1,542,5,GEN,2010-04-18,2010,Cortijo del Hornillo
10033,Emberiza cia,1,585,15,GEN,2010-04-18,2010,Cortijo del Hornillo
10034,Garrulus glandarius,2,693,25,GEN,2010-04-18,2010,Cortijo del Hornillo
10035,Troglodytes troglodytes,1,693,5,GEN,2010-04-18,2010,Cortijo del Hornillo
10036,Fringilla coelebs,1,693,45,GEN,2010-04-18,2010,Cortijo del Hornillo
10037,Emberiza cia,1,693,25,GEN,2010-04-18,2010,Cortijo del Hornillo
10038,Erithacus rubecula,1,742,5,GEN,2010-04-18,2010,Cortijo del Hornillo
10039,Emberiza cia,1,742,5,GEN,2010-04-18,2010,Cortijo del Hornillo
10040,Parus major,1,766,5,GEN,2010-04-18,2010,Cortijo del Hornillo
10041,Parus major,2,818,5,GEN,2010-04-18,2010,Cortijo del Hornillo
10042,Emberiza cia,1,893,25,GEN,2010-04-18,2010,Cortijo del Hornillo
10043,Turdus viscivorus,1,1050,35,GEN,2010-04-18,2010,Cortijo del Hornillo
10044,Phoenicurus ochruros,2,1070,35,GEN,2010-04-18,2010,Cortijo del Hornillo
10045,Fringilla coelebs,3,1200,25,GEN,2010-04-18,2010,Cortijo del Hornillo
10046,Emberiza cia,1,1200,25,GEN,2010-04-18,2010,Cortijo del Hornillo
10047,Columba palumbus,1,1200,45,GEN,2010-04-18,2010,Cortijo del Hornillo
10048,Sylvia conspicillata,1,1200,5,GEN,2010-04-18,2010,Cortijo del Hornillo
10049,Aegithalos caudatus,1,1200,25,GEN,2010-04-18,2010,Cortijo del Hornillo
10050,Cyanistes caeruleus,1,1230,5,GEN,2010-04-18,2010,Cortijo del Hornillo
10051,Erithacus rubecula,1,1360,15,GEN,2010-04-18,2010,Cortijo del Hornillo
10052,Sylvia cantillans,1,1360,15,GEN,2010-04-18,2010,Cortijo del Hornillo
10053,Troglodytes troglodytes,1,1370,5,GEN,2010-04-18,2010,Cortijo del Hornillo
10054,Cyanistes caeruleus,1,1430,45,GEN,2010-04-18,2010,Cortijo del Hornillo
10055,Parus major,1,1600,45,GEN,2010-04-18,2010,Cortijo del Hornillo
10056,Fringilla coelebs,1,1620,45,GEN,2010-04-18,2010,Cortijo del Hornillo
10057,Fringilla coelebs,1,1630,5,GEN,2010-04-18,2010,Cortijo del Hornillo
10058,Turdus merula,1,1630,25,GEN,2010-04-18,2010,Cortijo del Hornillo
10059,Cyanistes caeruleus,2,1630,35,GEN,2010-04-18,2010,Cortijo del Hornillo
10060,Troglodytes troglodytes,1,1670,15,GEN,2010-04-18,2010,Cortijo del Hornillo
10061,Fringilla coelebs,1,1700,5,GEN,2010-04-18,2010,Cortijo del Hornillo
10062,Cyanistes caeruleus,2,1750,5,GEN,2010-04-18,2010,Cortijo del Hornillo
10063,Fringilla coelebs,1,1750,25,GEN,2010-04-18,2010,Cortijo del Hornillo
10064,Erithacus rubecula,1,1770,5,GEN,2010-04-18,2010,Cortijo del Hornillo
10065,Turdus viscivorus,1,1770,45,GEN,2010-04-18,2010,Cortijo del Hornillo
10066,Alectoris rufa,2,1860,5,GEN,2010-04-18,2010,Cortijo del Hornillo
10067,Turdus viscivorus,1,1860,5,GEN,2010-04-18,2010,Cortijo del Hornillo
10068,Fringilla coelebs,2,2060,45,GEN,2010-04-18,2010,Cortijo del Hornillo
10242,Emberiza cia,2,40,5,CAN,2010-05-25,2010,Robledal de Cáñar
10243,Phylloscopus collybita,1,210,156,CAN,2010-05-25,2010,Robledal de Cáñar
10244,Parus major,1,280,5,CAN,2010-05-25,2010,Robledal de Cáñar
10245,Fringilla coelebs,1,290,15,CAN,2010-05-25,2010,Robledal de Cáñar
10246,Periparus ater,2,310,5,CAN,2010-05-25,2010,Robledal de Cáñar
10247,Fringilla coelebs,1,340,25,CAN,2010-05-25,2010,Robledal de Cáñar
10248,Cyanistes caeruleus,2,380,15,CAN,2010-05-25,2010,Robledal de Cáñar
10249,Cyanistes caeruleus,1,410,5,CAN,2010-05-25,2010,Robledal de Cáñar
10250,Picus viridis,1,480,45,CAN,2010-05-25,2010,Robledal de Cáñar
10251,Cyanistes caeruleus,2,710,5,CAN,2010-05-25,2010,Robledal de Cáñar
10252,Sitta europaea,1,740,15,CAN,2010-05-25,2010,Robledal de Cáñar
10253,Certhia brachydactyla,1,770,5,CAN,2010-05-25,2010,Robledal de Cáñar
